folioviv,foliohog,factor,disp_agua,dotac_agua,entidad,ubica_geo,gasto_agua_tot,tot_integ,hombres,mujeres,sexo_jefe,edad_jefe,educa_jefe
100013601,1,175,1,1,1,1001,312,3,2,1,1,74,4
100013602,1,175,1,1,1,1001,750,5,2,3,1,48,11
100013603,1,175,1,1,1,1001,750,2,1,1,1,39,10
100013604,1,175,1,1,1,1001,600,2,1,1,2,70,8
100013606,1,175,1,4,1,1001,NA,4,1,3,2,51,4
100026701,1,189,1,1,1,1001,741,4,2,2,2,41,11
100026703,1,189,1,2,1,1001,630,1,0,1,2,57,9
100026704,1,189,1,1,1,1001,690,2,1,1,1,53,11
100026706,1,189,1,2,1,1001,NA,3,2,1,1,30,6
100027201,1,186,1,1,1,1001,754.82,4,4,0,1,69,4
100027202,1,186,1,1,1,1001,609.66,2,0,2,2,76,3
100027204,1,186,1,1,1,1001,603.86,1,1,0,1,77,4
100027205,1,186,1,2,1,1001,315,2,1,1,1,70,6
100045501,1,186,1,2,1,1001,549,4,2,2,1,29,6
100045502,1,186,1,4,1,1001,580.64,4,3,1,1,68,9
100045503,1,186,1,1,1,1001,696.76,2,1,1,1,88,7
100045505,1,186,1,2,1,1001,900,5,2,3,1,51,6
100045506,1,186,1,1,1,1001,900,1,1,0,1,51,8
100054301,1,198,1,1,1,1001,600,4,2,2,1,58,6
100054302,1,198,1,1,1,1001,540,3,1,2,1,59,10
100054303,1,198,2,1,1,1001,270,9,3,6,2,47,6
100054305,1,198,1,1,1,1001,258,1,0,1,2,65,4
100054306,1,198,1,1,1,1001,NA,3,2,1,1,44,10
100058901,1,172,1,1,1,1001,516,2,1,1,2,66,3
100058902,1,172,1,1,1,1001,780,2,1,1,1,66,7
100058903,1,172,1,1,1,1001,552,4,1,3,1,70,4
100058906,1,172,1,1,1,1001,270,1,1,0,1,71,4
100062801,1,188,1,1,1,1001,900,6,3,3,1,34,6
100062802,1,188,1,1,1,1001,600,4,1,3,2,50,10
100062803,1,188,1,1,1,1001,NA,1,0,1,2,60,4
100062804,1,188,1,1,1,1001,390,2,1,1,1,27,8
100062805,1,188,1,1,1,1001,480,1,0,1,2,52,11
100062806,1,188,1,1,1,1001,360,1,0,1,2,56,8
100067401,1,236,1,1,1,1001,609.66,3,1,2,1,88,3
100067402,1,236,1,1,1,1001,603.86,3,1,2,1,66,11
100067403,1,236,1,1,1,1001,630,1,0,1,2,57,6
100067404,1,236,1,1,1,1001,450,1,0,1,2,73,4
100067405,1,236,1,1,1,1001,1362,3,1,2,1,71,1
100067406,1,236,1,1,1,1001,750,2,1,1,2,57,10
100068901,1,147,1,1,1,1001,780,5,1,4,2,73,1
100068902,1,147,1,1,1,1001,429,4,1,3,2,31,6
100068904,1,147,1,1,1,1001,600,9,6,3,1,72,3
100068906,1,147,1,1,1,1001,540,2,1,1,1,75,4
100069801,1,168,2,1,1,1001,480,3,1,2,1,25,6
100069802,1,168,1,1,1,1001,900,2,1,1,2,68,4
100069803,1,168,1,1,1,1001,900,3,1,2,1,26,8
100069804,1,168,1,1,1,1001,1200,4,2,2,1,82,3
100069805,1,168,1,1,1,1001,NA,1,1,0,1,57,6
100069806,1,168,1,1,1,1001,381,2,1,1,2,77,3
100073401,1,157,1,1,1,1001,510,2,1,1,1,74,3
100073402,1,157,1,1,1,1001,246,2,2,0,1,82,3
100073403,1,157,1,1,1,1001,750,6,3,3,2,80,4
100073404,1,157,1,1,1,1001,528,7,2,5,1,27,6
100073405,1,157,1,1,1,1001,540,4,1,3,2,35,9
100074001,1,169,1,1,1,1001,600,5,2,3,1,47,6
100074002,1,169,1,1,1,1001,810,5,2,3,1,36,9
100074003,1,169,1,1,1,1001,840,3,3,0,1,38,5
100074004,1,169,1,1,1,1001,476.12,3,1,2,2,80,1
100074005,1,169,1,1,1,1001,450,5,3,2,1,24,5
100074006,1,169,1,1,1,1001,528.38,2,1,1,1,83,4
100076401,1,159,1,1,1,1001,450,3,1,2,2,48,6
100076402,1,159,1,1,1,1001,210,5,2,3,2,57,6
100076403,1,159,1,1,1,1001,402,3,3,0,1,50,7
100076404,1,159,1,1,1,1001,498,7,3,4,1,55,6
100076405,1,159,1,1,1,1001,600,4,3,1,1,50,8
100076406,1,159,1,1,1,1001,504,2,1,1,1,48,8
100080001,1,176,1,1,1,1001,690,2,1,1,1,68,4
100080002,1,176,1,1,1,1001,594,2,1,1,2,59,6
100080003,1,176,1,1,1,1001,1500,10,4,6,1,37,4
100080003,2,176,1,1,1,1001,900,2,1,1,1,50,3
100080004,1,176,1,1,1,1001,540,7,5,2,1,49,8
100080005,1,176,1,1,1,1001,4500,9,4,5,1,35,7
100080006,1,176,1,1,1,1001,258,3,2,1,1,78,3
100082601,1,158,1,2,1,1001,648,9,3,6,1,44,10
100082602,1,158,1,2,1,1001,540,3,1,2,1,60,8
100082603,1,158,1,1,1,1001,480,4,0,4,2,69,3
100082604,1,158,1,1,1,1001,750,4,1,3,1,44,9
100082605,1,158,1,2,1,1001,489,3,0,3,2,25,10
100082606,1,158,1,1,1,1001,840,1,0,1,2,47,11
100084701,1,171,1,1,1,1001,288,2,0,2,2,87,3
100084702,1,171,1,1,1,1001,720,5,2,3,2,60,4
100084703,1,171,1,1,1,1001,1296,15,8,7,2,51,4
100084704,1,171,1,1,1,1001,1050,2,1,1,1,71,6
100084705,1,171,1,1,1,1001,540,7,4,3,2,60,8
100084706,1,171,1,1,1,1001,600,1,1,0,1,52,4
100095601,1,172,1,1,1,1001,492,1,0,1,2,62,4
100095603,1,172,1,1,1,1001,480,6,4,2,2,37,8
100095604,1,172,1,1,1,1001,590,4,1,3,1,40,6
100095605,1,172,1,1,1,1001,750,3,2,1,1,49,6
100095606,1,172,1,1,1,1001,1146,4,1,3,2,34,6
100102202,1,155,1,1,1,1001,974.03,2,1,1,2,74,3
100102203,1,155,1,1,1,1001,501.77,6,1,5,2,71,1
100102204,1,155,1,1,1,1001,NA,4,3,1,1,44,10
100102205,1,155,1,1,1,1001,493.54,4,2,2,2,63,3
100102206,1,155,1,1,1,1001,1050,4,2,2,1,46,3
100102206,2,155,1,1,1,1001,900,1,0,1,2,36,4
100104701,1,122,1,1,1,1001,NA,4,1,3,2,79,4
100104702,1,122,1,1,1,1001,600,3,1,2,1,31,10
100104703,1,122,1,1,1,1001,1674,4,1,3,1,45,8
100104705,1,122,1,1,1,1001,780,10,5,5,1,52,6
100104705,2,122,1,1,1,1001,390,4,3,1,1,26,3
100104706,1,122,1,1,1,1001,900,2,1,1,1,75,4
100113501,1,130,1,1,1,1001,1050,2,1,1,1,28,9
100113502,1,130,1,1,1,1001,558,1,1,0,1,33,10
100113503,1,130,1,1,1,1001,NA,1,1,0,1,57,6
100113505,1,130,1,1,1,1001,660,5,1,4,1,26,6
100113506,1,130,1,1,1,1001,1350,2,2,0,1,40,9
100154201,1,226,1,1,1,1001,537.19,1,0,1,2,64,8
100154203,1,226,1,1,1,1001,783.86,4,3,1,2,65,4
100154204,1,226,1,1,1,1001,735,2,1,1,1,68,4
100154205,1,226,1,1,1,1001,1185,4,2,2,2,76,6
100154206,1,226,1,1,1,1001,426,1,0,1,2,66,4
100170501,1,178,1,1,1,1001,NA,2,2,0,1,26,10
100170502,1,178,1,1,1,1001,NA,1,1,0,1,32,11
100170503,1,178,1,1,1,1001,480,2,1,1,1,75,4
100170504,1,178,1,1,1,1001,270,1,0,1,2,75,3
100170505,1,178,1,1,1,1001,NA,2,1,1,2,39,11
100170506,1,178,1,1,1,1001,1188,4,2,2,1,29,3
100175303,1,181,1,2,1,1001,597,6,3,3,1,59,4
100175305,1,181,1,1,1,1001,NA,11,4,7,2,51,4
100175306,1,181,1,1,1,1001,249,3,1,2,1,80,3
100186301,1,190,1,1,1,1001,900,10,6,4,1,49,9
100186303,1,190,1,1,1,1001,1200,4,3,1,1,80,3
100186304,1,190,1,1,1,1001,540,2,1,1,1,83,4
100188902,1,180,1,1,1,1001,420,3,1,2,2,77,6
100188903,1,180,1,1,1,1001,630,4,1,3,1,48,6
100188904,1,180,1,1,1,1001,345,2,0,2,2,81,6
100188906,1,180,1,1,1,1001,810,3,1,2,2,65,4
100192801,1,185,1,1,1,1001,300,3,1,2,1,68,3
100192802,1,185,1,1,1,1001,1320,4,2,2,1,28,10
100192803,1,185,1,1,1,1001,492,4,2,2,2,77,4
100192805,1,185,1,1,1,1001,3222,5,4,1,1,79,3
100192806,1,185,1,1,1,1001,5550,1,1,0,1,39,7
100206401,1,150,2,1,1,1001,150,1,1,0,1,29,10
100206405,1,150,1,1,1,1001,900,3,1,2,1,36,9
100211002,1,178,1,1,1,1001,840,1,1,0,1,36,10
100211003,1,178,1,1,1,1001,NA,1,1,0,1,52,9
100211004,1,178,1,1,1,1001,1232.9,2,1,1,2,70,6
100211005,1,178,1,1,1,1001,2400,4,3,1,2,49,10
100215601,1,221,1,1,1,1001,696,2,1,1,2,56,6
100215603,1,221,1,1,1,1001,630,1,1,0,1,23,9
100215603,2,221,1,1,1,1001,NA,1,1,0,1,26,9
100215604,1,221,1,1,1,1001,690,4,1,3,2,70,4
100215605,1,221,1,1,1,1001,630,2,2,0,1,85,9
100215606,1,221,1,1,1,1001,1200,3,1,2,1,44,10
100217901,1,160,1,1,1,1001,750,4,2,2,1,39,7
100217902,1,160,1,1,1,1001,300,1,0,1,2,70,6
100217903,1,160,1,1,1,1001,1500,7,3,4,2,67,8
100217904,1,160,1,1,1,1001,810,6,2,4,1,54,6
100217905,1,160,1,1,1,1001,300,2,0,2,2,62,6
100220702,1,173,1,1,1,1001,480,2,0,2,2,52,6
100220703,1,173,1,1,1,1001,600,1,0,1,2,53,9
100220704,1,173,1,1,1,1001,750,3,2,1,1,52,10
100220705,1,173,1,1,1,1001,300,1,0,1,2,82,4
100220706,1,173,1,1,1,1001,627,2,1,1,1,63,6
100225001,1,214,1,1,1,1001,750,5,3,2,1,43,10
100225003,1,214,1,1,1,1001,375,1,1,0,1,82,4
100225004,1,214,1,1,1,1001,360,2,0,2,2,64,7
100225005,1,214,1,1,1,1001,360,1,0,1,2,68,9
100239201,1,160,1,1,1,1001,609.66,3,1,2,1,69,4
100239202,1,160,1,1,1,1001,780,3,1,2,1,64,11
100239204,1,160,1,1,1,1001,702,2,1,1,2,52,6
100239206,1,160,1,1,1,1001,369,4,2,2,1,81,4
100264801,1,149,1,1,1,1001,NA,1,1,0,1,34,6
100264802,1,149,1,1,1,1001,450,3,2,1,1,24,10
100264803,1,149,1,1,1,1001,600,4,1,3,1,51,6
100264804,1,149,1,1,1,1001,1095,6,3,3,1,57,4
100264805,1,149,1,1,1,1001,270,1,0,1,2,74,3
100264806,1,149,1,1,1,1001,1440,3,2,1,1,74,4
100266501,1,119,1,1,1,1001,645,2,1,1,2,70,8
100266502,1,119,1,1,1,1001,750,5,4,1,2,81,4
100266504,1,119,1,1,1,1001,NA,3,1,2,1,46,6
100266505,1,119,1,1,1,1001,792.58,2,2,0,1,63,4
100272301,1,128,1,1,1,1001,900,4,1,3,1,41,7
100272302,1,128,1,1,1,1001,603.86,3,2,1,1,77,3
100272303,1,128,1,1,1,1001,750,5,1,4,2,59,10
100272304,1,128,1,1,1,1001,690,1,1,0,1,71,3
100272305,1,128,1,1,1,1001,600,1,1,0,1,80,4
100272306,1,128,1,1,1,1001,729,4,2,2,1,44,7
100295601,1,204,1,1,1,1001,435,1,0,1,2,65,6
100295602,1,204,1,1,1,1001,600,1,1,0,1,57,11
100295603,1,204,1,1,1,1001,900,3,1,2,2,29,9
100295604,1,204,1,1,1,1001,345,2,1,1,1,74,6
100295606,1,204,1,1,1,1001,960,5,3,2,1,49,10
100296701,1,203,1,1,1,1001,1050,2,1,1,1,50,10
100296702,1,203,1,1,1,1001,1275,2,0,2,2,71,6
100296703,1,203,1,1,1,1001,900,3,2,1,1,81,4
100296704,1,203,1,1,1,1001,768,2,1,1,2,71,4
100296705,1,203,1,1,1,1001,900,3,0,3,2,58,8
100296706,1,203,1,1,1,1001,540,7,3,4,1,59,11
100298201,1,213,1,1,1,1001,667.74,3,0,3,2,72,3
100298202,1,213,1,1,1,1001,659.03,2,1,1,2,65,6
100298203,1,213,1,1,1,1001,630,3,2,1,1,58,6
100298204,1,213,1,1,1,1001,627,4,2,2,1,41,8
100298205,1,213,1,1,1,1001,783.87,2,1,1,1,63,10
100298206,1,213,1,1,1,1001,330,2,1,1,1,62,9
100309902,1,180,1,1,1,1001,312,2,1,1,1,68,6
100309904,1,180,1,1,1,1001,1200,5,2,3,2,43,8
100309905,1,180,1,1,1,1001,NA,6,3,3,1,63,4
100309906,1,180,2,3,1,1001,690,4,2,2,2,43,9
100310804,1,134,1,1,1,1001,1200,2,1,1,1,55,6
100310805,1,134,1,1,1,1001,675,1,1,0,1,19,8
100310806,1,134,1,3,1,1001,1050,3,1,2,1,82,6
100317502,1,216,1,1,1,1001,1080,4,1,3,1,63,10
100317503,1,216,1,1,1,1001,929.02,3,2,1,1,68,4
100317504,1,216,1,1,1,1001,180,3,1,2,2,47,6
100317505,1,216,1,1,1,1001,1194,1,0,1,2,81,6
100317506,1,216,1,1,1,1001,1200,2,1,1,1,73,11
100318301,1,220,1,1,1,1001,480,1,0,1,2,70,4
100318302,1,220,1,1,1,1001,411,4,1,3,1,79,3
100318303,1,220,1,1,1,1001,270,2,0,2,2,67,6
100318304,1,220,1,1,1,1001,NA,2,2,0,1,19,9
100318305,1,220,1,1,1,1001,720,4,3,1,1,56,8
100318306,1,220,1,1,1,1001,1050,2,1,1,1,30,9
100320401,1,186,1,1,1,1001,240,1,1,0,1,68,4
100320402,1,186,1,1,1,1001,660,1,1,0,1,59,3
100320403,1,186,1,1,1,1001,603.87,3,1,2,2,71,8
100320404,1,186,1,2,1,1001,480,3,1,2,1,47,6
100320405,1,186,1,1,1,1001,330,3,2,1,2,59,5
100320406,1,186,1,1,1,1001,360,6,2,4,1,61,10
100322001,1,177,1,1,1,1001,450,3,2,1,2,63,8
100322002,1,177,1,1,1,1001,630,3,1,2,1,42,6
100322004,1,177,1,1,1,1001,900,5,1,4,2,48,10
100322005,1,177,1,1,1,1001,1200,3,1,2,1,81,4
100322006,1,177,1,5,1,1001,NA,5,4,1,1,55,6
100327401,1,140,1,1,1,1001,660,4,2,2,1,43,6
100327402,1,140,1,1,1,1001,240,2,1,1,1,87,3
100327403,1,140,1,1,1,1001,495,2,0,2,2,73,4
100327405,1,140,1,1,1,1001,495,7,4,3,1,42,6
100327406,1,140,1,1,1,1001,1200,10,3,7,2,37,6
100329601,1,205,1,1,1,1001,360,6,4,2,1,57,4
100329602,1,205,1,1,1,1001,480,3,1,2,1,59,3
100329603,1,205,1,1,1,1001,360,2,1,1,1,66,8
100329604,1,205,1,1,1,1001,NA,6,4,2,1,45,6
100329605,1,205,1,1,1,1001,1080,4,3,1,1,68,10
100329606,1,205,1,1,1,1001,NA,3,2,1,1,54,7
100331701,1,180,1,2,1,1001,1500,1,0,1,2,57,4
100331703,1,180,1,1,1,1001,6000,5,3,2,1,71,3
100331704,1,180,1,1,1,1001,252,3,0,3,2,61,4
100331706,1,180,1,1,1,1001,360,4,2,2,2,53,4
100344201,1,195,1,1,1,1001,481.92,2,2,0,1,90,1
100344202,1,195,1,1,1,1001,522.58,2,1,1,2,69,3
100344203,1,195,1,1,1,1001,725.79,3,1,2,1,73,6
100344204,1,195,1,1,1,1001,522,5,2,3,1,39,7
100344205,1,195,1,1,1,1001,481.92,1,0,1,2,75,3
100344206,1,195,1,1,1,1001,690,2,1,1,2,67,8
100347501,1,181,1,1,1,1001,480,5,2,3,1,34,7
100347502,1,181,1,1,1,1001,348,6,3,3,1,68,10
100347503,1,181,1,1,1,1001,1741.92,3,2,1,1,64,8
100347504,1,181,1,1,1,1001,750,5,2,3,1,71,6
100347505,1,181,1,1,1,1001,NA,3,2,1,2,55,9
100347506,1,181,1,1,1,1001,360,4,3,1,1,70,10
100360301,1,181,1,1,1,1001,495,2,1,1,2,69,6
100360303,1,181,1,1,1,1001,522.58,3,2,1,2,75,6
100360304,1,181,1,1,1,1001,600,2,1,1,1,26,5
100360305,1,181,1,1,1,1001,14516.12,7,4,3,1,64,7
100360306,1,181,1,1,1,1001,495,1,0,1,2,66,6
100363001,1,197,1,1,1,1001,300,1,1,0,1,81,4
100363002,1,197,1,1,1,1001,720,6,3,3,1,42,7
100363003,1,197,1,3,1,1001,600,2,1,1,1,71,4
100363004,1,197,1,1,1,1001,261,1,0,1,2,85,4
100363005,1,197,1,1,1,1001,1440,5,2,3,1,50,6
100363006,1,197,1,1,1,1001,1800,8,4,4,1,47,6
100374901,1,189,1,1,1,1001,660,3,2,1,1,70,11
100374902,1,189,1,1,1,1001,600,4,2,2,2,40,10
100374905,1,189,1,1,1,1001,34.5,2,1,1,1,71,10
100387901,1,174,1,1,1,1001,300,2,2,0,1,38,4
100387902,1,174,1,1,1,1001,495,7,3,4,1,43,5
100391801,1,174,1,1,1,1001,600,2,1,1,2,78,1
100391802,1,174,1,1,1,1001,450,5,3,2,1,28,6
100391805,1,174,1,1,1,1001,1020,1,0,1,2,35,10
100398601,1,152,1,1,1,1001,600,4,2,2,1,46,3
100398602,1,152,1,1,1,1001,1050,7,5,2,1,53,4
100398603,1,152,1,1,1,1001,495,8,3,5,1,46,1
100398604,1,152,1,1,1,1001,520,4,2,2,1,25,6
100398605,1,152,1,1,1,1001,663,2,1,1,1,59,3
100398606,1,152,1,1,1,1001,450,3,1,2,1,76,3
100403701,1,171,1,1,1,1001,1500,2,1,1,1,57,10
100403702,1,171,1,1,1,1001,NA,1,1,0,1,37,4
100403705,1,171,1,1,1,1001,1500,2,1,1,1,61,10
100403706,1,171,1,1,1,1001,2034,8,5,3,2,53,3
100407801,1,200,1,1,1,1001,600,2,1,1,1,71,10
100407803,1,200,1,1,1,1001,660,2,0,2,2,33,11
100407804,1,200,1,2,1,1001,900,3,1,2,1,56,10
100407805,1,200,1,1,1,1001,900,4,2,2,1,32,11
100407806,1,200,1,1,1,1001,600,1,1,0,1,33,9
100414201,1,174,1,1,1,1001,300,5,4,1,2,69,3
100414202,1,174,1,1,1,1001,750,4,3,1,1,58,4
100414203,1,174,1,1,1,1001,255,3,2,1,1,60,6
100414204,1,174,1,1,1,1001,540,3,2,1,1,54,8
100414205,1,174,1,1,1,1001,450,1,1,0,1,30,9
100414206,1,174,1,1,1,1001,900,2,1,1,2,65,10
100443401,1,189,1,1,1,1001,1001.61,2,1,1,2,96,3
100443402,1,189,1,1,1,1001,522.58,3,2,1,1,57,6
100443403,1,189,1,1,1,1001,750,6,4,2,1,74,3
100443404,1,189,1,1,1,1001,600,5,1,4,1,34,6
100443405,1,189,1,1,1,1001,540,3,1,2,2,63,6
100446501,1,182,1,1,1,1001,540,1,0,1,2,58,8
100446503,1,182,1,1,1,1001,900,1,1,0,1,36,9
100446504,1,182,1,1,1,1001,501,6,2,4,1,42,3
100446505,1,182,1,1,1,1001,780,6,2,4,1,49,3
100446506,1,182,1,1,1,1001,510,4,1,3,1,37,6
100451302,1,187,1,1,1,1001,252,2,1,1,2,71,3
100451304,1,187,1,1,1,1001,495,14,7,7,2,51,3
100451305,1,187,1,1,1,1001,300,3,1,2,1,39,3
100452901,1,174,1,1,1,1001,600,5,4,1,2,42,10
100452902,1,174,1,1,1,1001,978,7,2,5,2,56,1
100452903,1,174,1,1,1,1001,294,4,2,2,2,61,3
100452904,1,174,1,1,1,1001,600,2,1,1,2,57,4
100452905,1,174,1,1,1,1001,480,7,3,4,2,76,3
100452906,1,174,1,1,1,1001,240,1,0,1,2,69,1
100465001,1,187,1,1,1,1001,570,5,3,2,1,72,6
100465002,1,187,1,1,1,1001,480,4,2,2,1,32,8
100465003,1,187,1,1,1,1001,450,5,3,2,1,65,10
100465004,1,187,1,1,1,1001,669,8,3,5,1,65,4
100465005,1,187,1,1,1,1001,300,2,0,2,2,83,4
100465006,1,187,1,1,1,1001,1200,4,2,2,2,57,6
100471602,1,173,1,1,1,1001,750,4,1,3,1,41,10
100471603,1,173,1,1,1,1001,498,5,2,3,1,65,4
100471604,1,173,1,1,1,1001,498,4,2,2,1,67,6
100471605,1,173,1,2,1,1001,498,2,1,1,1,64,6
100471606,1,173,1,2,1,1001,513,2,1,1,2,59,6
100474801,1,169,1,1,1,1001,510,4,2,2,1,37,10
100474802,1,169,1,1,1,1001,690,2,1,1,1,79,5
100474802,2,169,1,1,1,1001,480,4,2,2,1,45,6
100474803,1,169,1,1,1,1001,300,4,3,1,1,76,3
100474804,1,169,1,1,1,1001,1500,5,1,4,1,76,8
100474805,1,169,1,1,1,1001,NA,2,1,1,1,53,4
100474806,1,169,1,1,1,1001,690,4,2,2,1,52,5
100489701,1,172,1,1,1,1001,600,7,5,2,1,43,6
100489703,1,172,1,1,1,1001,600,1,0,1,2,37,10
100489704,1,172,1,1,1,1001,495,3,2,1,1,34,10
100489705,1,172,1,1,1,1001,510,5,3,2,1,52,6
100489706,1,172,1,1,1,1001,600,1,1,0,1,61,10
100502402,1,226,1,1,1,1001,600,4,2,2,1,39,11
100502403,1,226,1,1,1,1001,600,2,1,1,1,62,11
100502404,1,226,1,1,1,1001,1080,6,2,4,1,59,10
100502406,1,226,1,1,1,1001,1200,4,2,2,1,60,11
100504001,1,210,1,1,1,1001,1020,3,1,2,1,50,10
100504002,1,210,1,1,1,1001,900,3,1,2,1,62,6
100504003,1,210,1,1,1,1001,690,4,3,1,1,55,10
100504006,1,210,1,1,1,1001,1800,4,1,3,1,60,11
100524201,1,186,1,1,1,1001,480,5,1,4,1,49,6
100524202,1,186,1,1,1,1001,420,5,3,2,1,28,6
100524203,1,186,1,1,1,1001,480,5,4,1,1,40,5
100524204,1,186,1,1,1,1001,NA,4,2,2,1,57,5
100524205,1,186,1,1,1,1001,1560,6,4,2,1,54,6
100524206,1,186,1,1,1,1001,600,6,3,3,2,41,7
100530501,1,181,1,1,1,1001,450,6,3,3,1,54,6
100530502,1,181,1,1,1,1001,600,3,2,1,1,52,7
100530503,1,181,1,1,1,1001,780,2,1,1,1,55,6
100530504,1,181,1,1,1,1001,2700,4,1,3,1,68,8
100530506,1,181,1,1,1,1001,249,3,2,1,1,63,3
100534301,1,196,1,1,1,1001,1038,3,2,1,1,51,6
100534303,1,196,1,1,1,1001,900,2,1,1,1,34,9
100534304,1,196,1,1,1,1001,720,2,1,1,2,29,10
100534305,1,196,1,1,1,1001,1170,6,2,4,2,70,11
100534306,1,196,1,1,1,1001,900,3,1,2,2,51,8
100540901,1,179,1,1,1,1001,546,2,1,1,1,31,10
100540903,1,179,1,1,1,1001,375,5,2,3,1,48,6
100540905,1,179,1,1,1,1001,291,2,1,1,1,73,3
100540906,1,179,1,1,1,1001,975,4,1,3,1,53,8
100552402,1,147,1,1,1,1001,534,8,3,5,2,61,4
100552403,1,147,1,1,1,1001,480,3,2,1,1,26,10
100552404,1,147,1,1,1,1001,1080,5,2,3,1,23,5
100552405,1,147,1,2,1,1001,NA,3,2,1,1,16,4
100552406,1,147,1,1,1,1001,NA,5,2,3,2,50,4
100555001,1,170,1,1,1,1001,690,5,0,5,2,59,6
100555003,1,170,1,1,1,1001,1095,11,6,5,1,58,4
100555004,1,170,1,1,1,1001,900,6,1,5,1,26,8
100555005,1,170,1,1,1,1001,300,3,2,1,1,37,5
100555006,1,170,1,1,1,1001,720,3,2,1,1,65,4
100555006,2,170,1,1,1,1001,450,5,1,4,1,35,6
100568801,1,189,1,1,1,1001,NA,3,1,2,1,21,8
100568802,1,189,1,1,1,1001,582,3,2,1,1,61,8
100568803,1,189,1,1,1,1001,255,2,1,1,1,58,4
100568804,1,189,1,1,1,1001,750,4,1,3,2,42,8
100568805,1,189,1,1,1,1001,540,4,3,1,1,60,6
100568806,1,189,1,1,1,1001,450,2,1,1,1,39,7
100569401,1,177,1,1,1,1001,481.93,3,1,2,2,64,3
100569402,1,177,1,1,1,1001,495,3,1,2,1,27,6
100569403,1,177,1,1,1,1001,480,4,3,1,1,74,3
100569404,1,177,1,1,1,1001,495,4,2,2,1,34,8
100569405,1,177,1,1,1,1001,NA,5,3,2,2,32,4
100569406,1,177,1,1,1,1001,NA,4,2,2,1,43,7
100578002,1,144,1,1,1,1001,657,6,3,3,1,51,9
100578003,1,144,1,1,1,1001,870,5,1,4,1,38,4
100578004,1,144,1,2,1,1001,1100.8,4,3,1,1,61,7
100578005,1,144,1,1,1,1001,NA,2,1,1,1,26,10
100578006,1,144,1,1,1,1001,840,4,3,1,1,37,8
100579602,1,172,1,1,1,1001,NA,4,0,4,2,34,8
100579603,1,172,1,1,1,1001,627,6,3,3,1,63,4
100579604,1,172,1,1,1,1001,600,1,0,1,2,30,11
100579605,1,172,1,1,1,1001,600,3,0,3,2,35,10
100579606,1,172,1,1,1,1001,315,1,0,1,2,71,4
100590701,1,193,1,1,1,1001,660,4,0,4,2,71,6
100590702,1,193,1,1,1,1001,510,1,1,0,1,26,10
100590703,1,193,1,1,1,1001,420,5,1,4,1,66,10
100590704,1,193,1,1,1,1001,630,2,1,1,1,74,10
100590705,1,193,1,1,1,1001,990,6,4,2,1,58,8
100592203,1,186,1,1,1,1001,495,3,2,1,2,44,6
100592204,1,186,1,1,1,1001,870,5,2,3,1,52,10
100592205,1,186,1,1,1,1001,1140,3,2,1,1,58,9
100592206,1,186,1,1,1,1001,NA,2,1,1,2,28,10
100595601,1,186,1,1,1,1001,660,4,1,3,1,57,8
100595602,1,186,1,1,1,1001,810,6,4,2,1,27,8
100595604,1,186,1,2,1,1001,4650,5,3,2,1,26,8
100595605,1,186,1,1,1,1001,NA,4,3,1,1,31,6
100595606,1,186,1,1,1,1001,NA,4,0,4,2,51,6
100613601,1,206,1,1,1,1001,660,4,2,2,1,43,10
100613602,1,206,1,3,1,1001,480,4,2,2,1,69,10
100613603,1,206,1,4,1,1001,240,2,1,1,1,56,10
100613604,1,206,1,1,1,1001,327,3,1,2,1,70,10
100613605,1,206,1,2,1,1001,360,2,1,1,2,70,10
100620701,1,203,1,2,1,1001,NA,2,0,2,2,43,8
100620704,1,203,1,1,1,1001,300,3,1,2,1,77,6
100620705,1,203,1,2,1,1001,414,2,1,1,1,61,10
100620706,1,203,1,1,1,1001,840,4,1,3,1,68,11
100621201,1,216,1,5,1,1001,673.54,5,1,4,1,69,6
100621202,1,216,1,1,1,1001,660,4,1,3,1,35,10
100621203,1,216,1,1,1,1001,450,5,2,3,1,60,7
100621205,1,216,1,1,1,1001,660,4,2,2,1,42,8
100628501,1,192,1,1,1,1001,960,6,4,2,2,56,4
100628502,1,192,1,1,1,1001,406.44,1,0,1,2,67,6
100628503,1,192,1,1,1,1001,498,2,1,1,2,22,9
100628504,1,192,1,1,1,1001,1050,5,3,2,1,53,6
100628505,1,192,1,1,1,1001,498,6,4,2,1,40,7
100628506,1,192,1,1,1,1001,735,5,2,3,1,34,7
100638301,1,181,1,1,1,1001,294,3,2,1,1,60,10
100638302,1,181,1,1,1,1001,498,3,2,1,1,52,6
100638305,1,181,1,1,1,1001,492,1,0,1,2,30,8
100638306,1,181,1,1,1,1001,2070,3,2,1,1,38,10
100639901,1,174,1,1,1,1001,900,4,2,2,1,75,6
100639902,1,174,1,3,1,1001,3300,5,2,3,2,49,10
100639903,1,174,1,1,1,1001,900,5,2,3,1,49,7
100639904,1,174,1,1,1,1001,315,3,1,2,1,49,10
100639905,1,174,1,3,1,1001,660,1,0,1,2,69,3
100639906,1,174,1,1,1,1001,900,2,1,1,2,48,10
100644801,1,171,1,1,1,1001,900,2,0,2,2,83,3
100644802,1,171,1,1,1,1001,555,2,1,1,1,68,1
100644803,1,171,1,1,1,1001,600,2,1,1,1,73,4
100644804,1,171,1,1,1,1001,1080,5,3,2,1,80,3
100644805,1,171,1,1,1,1001,600,2,1,1,1,42,6
