folioviv,foliohog,factor,disp_agua,dotac_agua,entidad,ubica_geo,gasto_agua_tot,tot_integ,hombres,mujeres,sexo_jefe,edad_jefe,educa_jefe
300819003,1,145,1,2,3,3008,750,5,2,3,1,59,8
300819004,1,145,1,2,3,3008,NA,1,0,1,2,25,8
300819005,1,145,1,2,3,3008,300,2,0,2,2,34,6
300819006,1,145,1,2,3,3008,240,2,1,1,1,36,6
300819219,1,145,1,2,3,3008,1050,5,2,3,2,46,6
300819220,1,145,1,1,3,3008,150,1,1,0,1,30,7
300819221,1,145,2,2,3,3008,300,3,2,1,1,21,6
300819222,1,145,1,2,3,3008,600,3,2,1,1,45,9
300819223,1,145,1,2,3,3008,210,1,1,0,1,23,4
300819224,1,145,1,2,3,3008,237,5,4,1,1,44,3
300819607,1,145,1,2,3,3008,100,4,2,2,1,67,3
300819608,1,145,1,2,3,3008,600,2,1,1,1,27,4
300819609,1,145,1,2,3,3008,1140,5,3,2,1,57,7
300819610,1,145,1,2,3,3008,1050,4,3,1,1,62,4
300819611,1,145,1,5,3,3008,450,2,1,1,1,56,9
300819612,1,145,1,2,3,3008,600,4,3,1,1,25,8
300819714,1,145,1,2,3,3008,750,4,1,3,1,33,5
300819715,1,145,1,2,3,3008,105,3,1,2,1,50,5
300819716,1,145,1,2,3,3008,900,2,1,1,1,67,6
300819717,1,145,1,2,3,3008,NA,1,1,0,1,25,5
300819718,1,145,1,2,3,3008,240,3,1,2,1,23,8
300834307,1,174,1,1,3,3008,900,5,2,3,1,60,4
300834309,1,174,1,1,3,3008,540,2,1,1,2,27,10
300834310,1,174,2,1,3,3008,600,1,1,0,1,47,4
300834312,1,174,1,1,3,3008,2550,3,2,1,1,76,3
300834501,1,174,1,1,3,3008,NA,1,0,1,2,31,10
300834503,1,174,1,1,3,3008,NA,1,1,0,1,50,10
300834504,1,174,1,1,3,3008,2700,4,1,3,1,31,8
300834506,1,174,1,1,3,3008,4800,2,1,1,2,52,6
300834506,2,174,1,1,3,3008,600,1,1,0,1,31,10
300834819,1,174,1,1,3,3008,NA,2,1,1,1,45,6
300834820,1,174,1,1,3,3008,450,1,1,0,1,63,6
300834821,1,174,1,1,3,3008,300,2,2,0,1,48,4
300834822,1,174,1,1,3,3008,NA,6,4,2,1,33,6
300834823,1,174,1,1,3,3008,600,3,3,0,1,49,9
300834824,1,174,1,1,3,3008,480,2,1,1,1,45,9
300834913,1,174,1,1,3,3008,300,1,1,0,1,37,8
300834914,1,174,1,1,3,3008,NA,3,2,1,1,46,9
300834915,1,174,1,1,3,3008,NA,5,3,2,1,39,10
300834916,1,174,1,1,3,3008,300,5,3,2,1,67,4
300834917,1,174,1,1,3,3008,1200,1,0,1,2,76,4
300834918,1,174,1,1,3,3008,6000,3,2,1,1,68,4
300879307,1,140,1,2,3,3008,300,5,3,2,1,30,6
300879308,1,140,1,3,3,3008,1500,3,2,1,1,42,5
300879310,1,140,1,1,3,3008,213,1,1,0,1,36,9
300879311,1,140,1,2,3,3008,1200,3,2,1,2,44,7
300879312,1,140,1,3,3,3008,300,4,2,2,1,32,8
300879501,1,140,1,1,3,3008,1800,3,2,1,1,25,8
300879502,1,140,1,1,3,3008,750,5,4,1,1,39,4
300879503,1,140,1,1,3,3008,300,6,3,3,1,31,3
300879504,1,140,1,1,3,3008,2400,3,2,1,1,40,8
300879506,1,140,1,2,3,3008,675,6,2,4,1,48,6
300879819,1,140,1,3,3,3008,4800,5,3,2,1,39,6
300879820,1,140,1,2,3,3008,NA,2,1,1,1,33,7
300879821,1,140,1,2,3,3008,NA,1,1,0,1,36,6
300879822,1,140,1,2,3,3008,360,3,2,1,1,23,9
300879823,1,140,1,2,3,3008,NA,4,1,3,2,37,6
300879824,1,140,2,1,3,3008,390,7,4,3,1,43,3
300879913,1,140,1,1,3,3008,750,5,1,4,1,32,7
300879914,1,140,1,2,3,3008,450,3,1,2,2,38,6
300879915,1,140,1,2,3,3008,600,1,1,0,1,33,11
300879916,1,140,1,2,3,3008,600,3,1,2,1,43,4
300879917,1,140,1,2,3,3008,1200,6,4,2,1,33,6
300879918,1,140,1,2,3,3008,1050,4,1,3,1,45,6
300886007,1,134,2,3,3,3008,300,2,0,2,2,25,10
300886008,1,134,1,5,3,3008,210,4,1,3,2,48,6
300886009,1,134,1,4,3,3008,300,3,1,2,1,29,7
300886010,1,134,1,2,3,3008,270,5,3,2,1,30,7
300886010,2,134,1,2,3,3008,270,2,1,1,2,25,8
300886011,1,134,1,5,3,3008,75,3,2,1,2,35,10
300886012,1,134,1,1,3,3008,558,1,1,0,1,40,8
300886401,1,134,1,2,3,3008,990,4,2,2,1,45,6
300886402,1,134,1,2,3,3008,2100,3,3,0,1,48,8
300886403,1,134,1,2,3,3008,450,5,3,2,1,34,1
300886405,1,134,1,1,3,3008,420,3,2,1,1,29,7
300886406,1,134,2,2,3,3008,NA,1,1,0,1,38,7
300886614,1,134,1,4,3,3008,NA,5,3,2,1,36,4
300886615,1,134,1,3,3,3008,3888,6,2,4,1,42,5
300886616,1,134,1,2,3,3008,660,4,2,2,1,47,8
300886617,1,134,2,2,3,3008,300,1,1,0,1,32,4
300886719,1,134,1,1,3,3008,900,3,2,1,2,36,6
300886720,1,134,1,2,3,3008,450,4,1,3,2,35,6
300886721,1,134,1,2,3,3008,150,2,2,0,1,28,6
300886722,1,134,1,4,3,3008,120,4,3,1,2,28,6
300886723,1,134,1,5,3,3008,600,3,2,1,1,49,7
300886724,1,134,1,2,3,3008,3000,4,2,2,1,31,8
300893013,1,222,1,3,3,3008,NA,3,1,2,1,46,7
300893014,1,222,1,2,3,3008,150,3,0,3,2,38,8
300893017,1,222,1,5,3,3008,105,1,0,1,2,21,9
300893018,1,222,1,3,3,3008,270,5,1,4,1,52,8
300893407,1,222,1,3,3,3008,690,5,1,4,1,52,8
300893408,1,222,1,2,3,3008,900,5,3,2,1,47,10
300893409,1,222,1,3,3,3008,NA,2,1,1,1,40,6
300893410,1,222,1,2,3,3008,234,2,1,1,2,24,9
300893411,1,222,1,3,3,3008,327,5,3,2,1,38,8
300893412,1,222,1,2,3,3008,600,4,2,2,1,38,10
300893622,1,222,1,1,3,3008,3000,2,0,2,2,56,6
300893623,1,222,1,3,3,3008,1500,6,2,4,1,38,10
300893624,1,222,1,2,3,3008,330,4,2,2,1,39,8
300893801,1,222,1,2,3,3008,540,5,2,3,2,26,8
300893802,1,222,1,2,3,3008,600,3,1,2,2,40,8
300893803,1,222,1,2,3,3008,840,6,4,2,1,70,4
300893804,1,222,1,2,3,3008,630,4,2,2,2,38,6
300893805,1,222,1,2,3,3008,1050,4,3,1,1,42,10
300893806,1,222,1,2,3,3008,600,2,1,1,2,26,10
300928212,1,229,1,3,3,3008,600,4,2,2,1,44,10
300928319,1,229,1,1,3,3008,900,4,3,1,1,28,10
300928321,1,229,1,2,3,3008,600,4,3,1,1,33,6
300928323,1,229,1,1,3,3008,405,2,1,1,2,27,10
300928324,1,229,1,1,3,3008,NA,1,1,0,1,26,4
300928513,1,229,1,2,3,3008,270,4,2,2,1,31,10
300928514,1,229,1,1,3,3008,360,2,2,0,1,42,10
300928515,1,229,1,2,3,3008,900,3,1,2,2,65,10
300928516,1,229,1,2,3,3008,600,3,1,2,1,40,10
300928517,1,229,1,2,3,3008,240,1,1,0,1,34,10
300928701,1,229,1,2,3,3008,450,4,2,2,1,37,10
300928702,1,229,1,3,3,3008,450,3,2,1,1,37,10
300928703,1,229,1,2,3,3008,381,3,0,3,2,40,10
300928704,1,229,1,2,3,3008,273,4,3,1,1,42,8
300928705,1,229,1,2,3,3008,300,2,2,0,1,41,10
300928706,1,229,1,1,3,3008,450,2,2,0,1,25,10
300942008,1,201,1,4,3,3008,420,2,1,1,1,68,6
300942009,1,201,1,1,3,3008,NA,5,1,4,1,49,8
300942010,1,201,1,1,3,3008,NA,4,2,2,1,49,6
300942011,1,201,1,4,3,3008,267,3,1,2,1,53,6
300942012,1,201,1,2,3,3008,300,4,3,1,1,37,10
300942402,1,201,1,1,3,3008,1350,2,0,2,2,30,8
300942403,1,201,1,5,3,3008,450,5,3,2,1,68,4
300942405,1,201,1,2,3,3008,600,3,2,1,2,48,8
300942613,1,201,1,3,3,3008,NA,1,1,0,1,32,10
300942614,1,201,1,1,3,3008,NA,2,1,1,2,26,9
300942615,1,201,1,1,3,3008,NA,1,1,0,1,33,8
300942616,1,201,1,5,3,3008,150,3,0,3,2,47,9
300942617,1,201,1,4,3,3008,528,3,2,1,1,64,8
300942618,1,201,1,4,3,3008,255,6,2,4,2,68,5
300942719,1,201,1,5,3,3008,240,2,1,1,1,73,3
300942720,1,201,1,5,3,3008,1890,1,0,1,2,67,3
300942723,1,201,1,5,3,3008,390,2,1,1,1,59,3
300952201,1,141,1,5,3,3008,702,8,3,5,2,48,4
300952202,1,141,1,5,3,3008,300,1,0,1,2,26,4
300952203,1,141,2,2,3,3008,1110,4,3,1,2,49,4
300952204,1,141,1,2,3,3008,900,2,2,0,1,28,10
300952205,1,141,1,2,3,3008,900,3,3,0,1,56,10
300952206,1,141,1,5,3,3008,240,5,4,1,1,62,3
300952314,1,141,1,3,3,3008,267,3,2,1,1,31,8
300952315,1,141,1,4,3,3008,120,2,1,1,1,83,3
300952316,1,141,1,4,3,3008,NA,3,1,2,1,59,6
300952317,1,141,1,5,3,3008,780,1,1,0,1,44,6
300952318,1,141,1,4,3,3008,330,4,2,2,1,69,1
300952507,1,141,1,4,3,3008,450,2,1,1,2,50,6
300952508,1,141,2,3,3,3008,960,4,3,1,1,29,8
300952509,1,141,2,5,3,3008,150,3,0,3,2,37,6
300952510,1,141,1,2,3,3008,300,2,1,1,1,42,6
300952511,1,141,1,4,3,3008,450,3,2,1,1,45,9
300952919,1,141,1,5,3,3008,NA,2,0,2,2,28,6
300952920,1,141,1,4,3,3008,NA,2,1,1,1,48,8
300952921,1,141,1,1,3,3008,NA,3,2,1,2,35,5
300952922,1,141,1,1,3,3008,NA,3,1,2,2,25,6
300952923,1,141,1,4,3,3008,480,6,2,4,1,53,4
300952924,1,141,1,1,3,3008,300,1,1,0,1,30,8
300968013,1,139,1,4,3,3008,1989,9,6,3,1,52,4
300968014,1,139,1,5,3,3008,618,6,2,4,1,86,1
300968015,1,139,1,5,3,3008,390,3,2,1,1,54,6
300968016,1,139,1,5,3,3008,516,5,3,2,1,27,5
300968017,1,139,1,5,3,3008,156,2,1,1,1,59,8
300968018,1,139,1,3,3,3008,NA,5,3,2,1,32,7
300968407,1,139,1,4,3,3008,1287,4,3,1,1,49,8
300968408,1,139,1,4,3,3008,900,3,1,2,1,67,3
300968409,1,139,2,4,3,3008,NA,4,2,2,1,25,7
300968411,1,139,1,5,3,3008,240,4,3,1,1,35,8
300968412,1,139,1,3,3,3008,102,2,1,1,1,46,10
300968619,1,139,1,5,3,3008,1050,5,2,3,1,28,7
300968620,1,139,1,5,3,3008,732,2,1,1,2,67,4
300968622,1,139,1,4,3,3008,2880,5,3,2,1,48,6
300968623,1,139,2,3,3,3008,240,4,4,0,1,37,4
300968624,1,139,1,5,3,3008,1140,4,3,1,1,59,1
300968801,1,139,1,1,3,3008,600,2,1,1,1,34,10
300968802,1,139,1,5,3,3008,NA,7,4,3,2,28,8
300968803,1,139,1,5,3,3008,NA,1,1,0,1,25,8
300968804,1,139,1,4,3,3008,NA,1,1,0,1,25,10
300968805,1,139,1,4,3,3008,NA,3,0,3,2,71,3
300968806,1,139,1,3,3,3008,150,2,1,1,1,29,5
300980209,1,162,1,5,3,3008,600,6,3,3,1,49,8
300980210,1,162,1,3,3,3008,450,1,1,0,1,41,8
300980211,1,162,1,3,3,3008,NA,5,2,3,1,34,4
300980212,1,162,1,4,3,3008,NA,3,2,1,1,24,8
300980319,1,162,1,4,3,3008,1200,3,1,2,1,78,3
300980320,1,162,2,4,3,3008,NA,1,1,0,1,42,6
300980321,1,162,1,4,3,3008,NA,1,1,0,1,27,10
300980322,1,162,6,,3,3008,NA,1,0,1,2,29,8
300980324,1,162,1,4,3,3008,525,3,2,1,2,46,4
300980324,2,162,1,4,3,3008,600,3,1,2,2,22,9
300980513,1,162,1,4,3,3008,NA,3,2,1,1,40,6
300980514,1,162,1,4,3,3008,NA,3,1,2,1,55,4
300980515,1,162,1,4,3,3008,696,3,2,1,1,54,5
300980516,1,162,1,5,3,3008,600,3,1,2,1,25,9
300980518,1,162,1,3,3,3008,360,9,5,4,1,42,7
300980701,1,162,2,4,3,3008,330,3,0,3,2,86,3
300980704,1,162,1,4,3,3008,300,6,5,1,1,51,3
300980705,1,162,1,5,3,3008,7500,5,5,0,1,22,7
300980706,1,162,1,3,3,3008,2700,4,1,3,1,22,6
300984019,1,146,1,5,3,3008,195,2,2,0,1,29,10
300984020,1,146,1,5,3,3008,495,2,1,1,1,45,10
300984021,1,146,1,4,3,3008,231,3,2,1,2,27,10
300984022,1,146,1,4,3,3008,750,1,0,1,2,34,8
300984023,1,146,6,,3,3008,NA,4,3,1,1,43,8
300984024,1,146,1,3,3,3008,507,2,1,1,1,35,10
300984413,1,146,1,1,3,3008,360,4,2,2,1,39,7
300984414,1,146,1,3,3,3008,135,1,0,1,2,27,9
300984415,1,146,1,5,3,3008,600,5,3,2,1,30,10
300984416,1,146,1,5,3,3008,390,2,1,1,1,41,9
300984417,1,146,1,3,3,3008,210,3,2,1,1,45,10
300984418,1,146,1,2,3,3008,300,3,1,2,1,39,5
300984807,1,146,1,4,3,3008,300,5,2,3,1,45,4
300984808,1,146,1,3,3,3008,360,5,1,4,2,33,4
300984809,1,146,1,5,3,3008,210,4,2,2,1,35,6
300984810,1,146,1,5,3,3008,255,4,2,2,2,37,6
300984811,1,146,1,5,3,3008,435,5,1,4,2,30,4
300984902,1,146,1,4,3,3008,210,1,0,1,2,50,6
300984903,1,146,1,4,3,3008,360,4,3,1,1,41,10
300984904,1,146,1,3,3,3008,99,2,1,1,1,59,4
300984905,1,146,1,4,3,3008,NA,6,4,2,1,63,4
300984906,1,146,1,4,3,3008,600,6,3,3,1,28,6
300990213,1,134,1,5,3,3008,1200,1,1,0,1,35,8
300990214,1,134,1,5,3,3008,660,4,1,3,1,32,9
300990215,1,134,1,4,3,3008,360,5,3,2,1,54,11
300990216,1,134,1,4,3,3008,300,3,2,1,1,25,6
300990217,1,134,1,2,3,3008,300,4,3,1,1,20,7
300990218,1,134,1,4,3,3008,1260,5,4,1,1,41,9
300990519,1,134,1,5,3,3008,1200,1,1,0,1,39,9
300990520,1,134,1,2,3,3008,300,4,2,2,1,41,7
300990521,1,134,1,4,3,3008,360,2,0,2,2,45,10
300990522,1,134,1,4,3,3008,360,1,1,0,1,56,10
300990523,1,134,1,3,3,3008,600,4,2,2,1,40,4
300990524,1,134,1,5,3,3008,300,2,2,0,1,52,3
300990601,1,134,1,4,3,3008,6000,5,3,2,1,47,6
300990602,1,134,1,5,3,3008,NA,2,1,1,1,42,6
300990603,1,134,1,5,3,3008,210,5,3,2,1,33,8
300990604,1,134,1,5,3,3008,300,4,1,3,1,44,8
300990605,1,134,1,4,3,3008,NA,3,0,3,2,36,9
300990606,1,134,1,5,3,3008,420,6,4,2,1,36,4
300990707,1,134,1,5,3,3008,240,4,2,2,1,47,10
300990708,1,134,1,4,3,3008,2952,3,2,1,1,39,10
300990709,1,134,1,5,3,3008,NA,2,1,1,1,25,10
300990710,1,134,1,4,3,3008,360,5,3,2,1,35,8
300990711,1,134,1,4,3,3008,390,1,1,0,1,58,4
301008201,1,184,1,5,3,3008,120,1,1,0,1,69,4
301008203,1,184,1,4,3,3008,150,3,3,0,1,27,9
301008204,1,184,1,5,3,3008,210,2,1,1,1,44,10
301008205,1,184,1,3,3,3008,300,1,1,0,1,70,6
301008206,1,184,1,5,3,3008,270,2,2,0,1,21,8
301008313,1,184,1,5,3,3008,360,4,3,1,1,42,11
301008314,1,184,1,5,3,3008,510,5,2,3,1,40,9
301008316,1,184,1,5,3,3008,360,4,3,1,2,60,3
301008317,1,184,1,5,3,3008,327,2,1,1,1,61,10
301008318,1,184,1,5,3,3008,600,3,2,1,2,52,9
301008507,1,184,1,2,3,3008,600,3,1,2,2,50,8
301008508,1,184,1,5,3,3008,351,4,1,3,1,37,6
301008509,1,184,1,5,3,3008,390,3,2,1,1,35,10
301008512,1,184,1,5,3,3008,90,1,1,0,1,52,10
301008921,1,184,1,5,3,3008,450,1,1,0,1,52,10
301008922,1,184,1,5,3,3008,900,2,1,1,1,32,10
301008923,1,184,1,5,3,3008,465,1,1,0,1,79,4
301014301,1,140,1,5,3,3008,960,4,2,2,1,46,8
301014302,1,140,1,5,3,3008,900,3,1,2,1,43,6
301014303,1,140,1,5,3,3008,600,4,2,2,1,44,6
301014305,1,140,1,5,3,3008,300,1,1,0,1,45,8
301014419,1,140,2,5,3,3008,NA,2,1,1,2,41,6
301014420,1,140,2,4,3,3008,NA,1,0,1,2,49,8
301014421,1,140,1,4,3,3008,NA,1,1,0,1,40,8
301014422,1,140,1,5,3,3008,NA,5,2,3,1,42,6
301014423,1,140,1,5,3,3008,255,4,3,1,1,27,6
301014424,1,140,1,4,3,3008,840,4,1,3,1,42,9
301014814,1,140,1,5,3,3008,600,4,3,1,1,40,6
301014815,1,140,1,5,3,3008,1185,2,1,1,1,22,7
301014817,1,140,2,5,3,3008,52.5,1,0,1,2,67,1
301014818,1,140,1,5,3,3008,390,4,3,1,1,58,4
301014907,1,140,1,5,3,3008,300,3,1,2,2,19,6
301014908,1,140,1,5,3,3008,540,8,3,5,2,43,8
301014909,1,140,1,5,3,3008,195,3,1,2,2,44,6
301014911,1,140,1,4,3,3008,300,5,3,2,1,43,4
301018019,1,194,1,4,3,3008,105,2,1,1,1,87,1
301018020,1,194,1,4,3,3008,NA,2,1,1,1,28,9
301018414,1,194,1,4,3,3008,150,2,1,1,1,54,6
301018415,1,194,1,2,3,3008,150,7,4,3,1,39,8
301018416,1,194,1,1,3,3008,105,1,1,0,1,32,10
301018417,1,194,1,4,3,3008,180,4,2,2,2,38,8
301018418,1,194,1,4,3,3008,135,2,1,1,1,34,10
301018808,1,194,1,4,3,3008,540,4,2,2,1,51,4
301018810,1,194,1,4,3,3008,540,5,2,3,1,42,8
301018901,1,194,1,4,3,3008,450,3,1,2,1,41,8
301018904,1,194,1,4,3,3008,105,3,0,3,2,29,10
301018905,1,194,1,4,3,3008,402,4,2,2,2,32,8
301018906,1,194,1,2,3,3008,105,4,2,2,1,41,8
301020001,1,171,1,5,3,3008,300,2,1,1,1,45,7
301020002,1,171,1,5,3,3008,NA,3,1,2,1,32,10
301020003,1,171,2,5,3,3008,450,2,2,0,1,41,5
301020004,1,171,2,5,3,3008,249,2,1,1,1,50,4
301020005,1,171,2,5,3,3008,3000,3,2,1,1,61,1
301020006,1,171,1,5,3,3008,1110,5,3,2,1,41,8
301020219,1,171,2,5,3,3008,300,5,3,2,1,40,5
301020221,1,171,1,5,3,3008,210,2,1,1,1,32,6
301020222,1,171,1,4,3,3008,126,4,3,1,1,34,6
301020223,1,171,1,5,3,3008,218.57,4,1,3,1,34,8
301020224,1,171,1,5,3,3008,240,2,1,1,1,43,8
301020607,1,171,1,4,3,3008,600,2,1,1,1,39,10
301020608,1,171,1,5,3,3008,2727,9,6,3,1,77,1
301020609,1,171,1,5,3,3008,NA,1,1,0,1,26,10
301020610,1,171,1,1,3,3008,NA,3,1,2,1,30,6
301020611,1,171,1,5,3,3008,NA,5,2,3,1,54,7
301020612,1,171,1,5,3,3008,270,5,2,3,1,25,7
301020713,1,171,2,5,3,3008,NA,3,1,2,2,49,6
301020714,1,171,1,5,3,3008,390,4,1,3,2,42,8
301020716,1,171,2,5,3,3008,840,1,1,0,1,53,7
301020717,1,171,2,5,3,3008,360,3,3,0,1,29,6
301020718,1,171,2,4,3,3008,NA,1,1,0,1,50,3
301044301,1,148,6,,3,3008,NA,5,1,4,1,48,6
301044304,1,148,1,4,3,3008,405,3,2,1,1,37,8
301044305,1,148,1,5,3,3008,NA,3,3,0,1,30,8
301044306,1,148,6,,3,3008,NA,3,1,2,1,51,6
301044419,1,148,6,,3,3008,NA,3,1,2,1,20,8
301044420,1,148,6,,3,3008,NA,4,2,2,1,33,7
301044421,1,148,6,,3,3008,NA,7,4,3,1,60,3
301044422,1,148,6,,3,3008,NA,3,2,1,1,55,7
301044423,1,148,6,,3,3008,NA,6,3,3,1,44,6
301044424,1,148,6,,3,3008,NA,1,1,0,1,23,9
301044813,1,148,6,,3,3008,NA,9,3,6,1,31,6
301044814,1,148,6,,3,3008,NA,2,1,1,1,31,5
301044815,1,148,6,,3,3008,NA,4,3,1,1,33,8
301044816,1,148,6,,3,3008,NA,4,1,3,2,36,6
301044818,1,148,1,5,3,3008,342,5,2,3,1,37,10
301044907,1,148,6,,3,3008,NA,2,1,1,1,52,6
301044908,1,148,6,,3,3008,NA,4,2,2,1,36,6
301044909,1,148,6,,3,3008,NA,4,2,2,1,37,9
301044910,1,148,6,,3,3008,NA,7,4,3,1,45,6
301044911,1,148,6,,3,3008,NA,4,2,2,1,47,7
301044912,1,148,6,,3,3008,NA,2,1,1,1,41,8
301055213,1,249,1,2,3,3008,540,4,3,1,1,50,10
301055214,1,249,1,2,3,3008,10,4,3,1,1,48,6
301055215,1,249,1,5,3,3008,270,4,2,2,1,38,10
301055216,1,249,1,5,3,3008,150,2,1,1,2,38,8
301055217,1,249,1,4,3,3008,450,2,1,1,1,51,8
301055218,1,249,1,3,3,3008,180,1,0,1,2,33,10
301055519,1,249,1,5,3,3008,270,2,1,1,2,42,9
301055520,1,249,1,2,3,3008,180,2,1,1,2,40,10
301055521,1,249,1,5,3,3008,600,3,1,2,2,49,10
301055522,1,249,1,5,3,3008,450,3,2,1,1,34,10
301055523,1,249,1,5,3,3008,240,3,1,2,2,51,10
301055524,1,249,1,2,3,3008,900,3,1,2,1,56,6
301055601,1,249,1,4,3,3008,450,3,1,2,2,40,10
301055602,1,249,1,4,3,3008,180,2,1,1,2,30,10
301055603,1,249,1,1,3,3008,900,5,2,3,1,41,8
301055605,1,249,1,4,3,3008,198,3,0,3,2,29,6
301055606,1,249,1,2,3,3008,240,1,1,0,1,33,11
301055707,1,249,1,5,3,3008,600,4,2,2,1,38,10
301055709,1,249,1,5,3,3008,480,1,1,0,1,44,8
301055711,1,249,1,3,3,3008,285,6,3,3,1,46,8
301055712,1,249,1,3,3,3008,1092,5,2,3,1,52,8
301068201,1,124,1,5,3,3008,NA,2,1,1,1,61,4
301068202,1,124,1,5,3,3008,384,6,2,4,1,60,4
301068203,1,124,1,3,3,3008,NA,3,1,2,2,52,3
301068204,1,124,1,5,3,3008,600,6,1,5,1,33,8
301068205,1,124,1,5,3,3008,NA,1,0,1,2,33,10
301068206,1,124,1,5,3,3008,37.5,4,1,3,1,31,8
301068313,1,124,1,5,3,3008,150,5,4,1,1,28,8
301068314,1,124,1,5,3,3008,300,3,1,2,1,29,8
301068315,1,124,1,5,3,3008,NA,5,2,3,1,55,8
301068316,1,124,1,5,3,3008,NA,7,5,2,1,73,4
301068317,1,124,1,5,3,3008,1500,7,3,4,1,43,6
301068507,1,124,2,5,3,3008,150,3,1,2,1,25,8
301068508,1,124,1,5,3,3008,NA,1,1,0,1,37,10
301068509,1,124,2,5,3,3008,6000,4,3,1,1,47,3
301068510,1,124,2,5,3,3008,NA,3,2,1,1,29,6
301068511,1,124,2,5,3,3008,174.19,1,0,1,2,50,3
301068512,1,124,1,5,3,3008,300,2,1,1,2,58,3
301068919,1,124,1,5,3,3008,NA,5,4,1,1,65,3
301068921,1,124,1,5,3,3008,NA,3,2,1,2,49,6
301068922,1,124,1,5,3,3008,420,2,2,0,1,34,9
301068924,1,124,2,5,3,3008,NA,1,1,0,1,37,1
301080013,1,138,1,5,3,3008,309,4,2,2,1,37,8
301080014,1,138,1,5,3,3008,NA,4,3,1,1,39,10
301080015,1,138,1,4,3,3008,210,6,4,2,1,55,4
301080018,1,138,1,5,3,3008,360,2,1,1,1,62,5
301080407,1,138,1,5,3,3008,300,5,3,2,1,41,4
301080408,1,138,1,5,3,3008,232.25,2,0,2,2,21,8
301080412,1,138,1,5,3,3008,600,5,1,4,2,48,6
301080619,1,138,6,,3,3008,NA,1,0,1,2,34,8
301080620,1,138,1,5,3,3008,NA,1,0,1,2,21,6
301080621,1,138,1,5,3,3008,540,5,3,2,2,42,4
301080622,1,138,2,5,3,3008,NA,1,1,0,1,20,8
301080624,1,138,2,5,3,3008,NA,1,1,0,1,48,6
301080801,1,138,1,5,3,3008,279,4,1,3,1,35,8
301080802,1,138,1,5,3,3008,330,3,2,1,1,44,6
301080804,1,138,1,5,3,3008,450,6,4,2,2,43,6
301080805,1,138,1,5,3,3008,600,1,1,0,1,47,6
301080806,1,138,1,5,3,3008,1350,3,0,3,2,55,3
301084207,1,131,2,5,3,3008,NA,1,1,0,1,41,6
301084208,1,131,2,5,3,3008,540,5,2,3,2,74,1
301084209,1,131,1,5,3,3008,450,2,0,2,2,35,10
301084210,1,131,1,5,3,3008,180,1,1,0,1,26,7
301084211,1,131,1,5,3,3008,NA,1,1,0,1,32,10
301084212,1,131,1,5,3,3008,600,3,1,2,1,25,7
301084319,1,131,2,5,3,3008,540,6,2,4,1,55,4
301084320,1,131,1,5,3,3008,NA,1,0,1,2,19,8
301084322,1,131,1,5,3,3008,600,7,3,4,2,48,6
301084324,1,131,1,5,3,3008,1800,1,1,0,1,64,8
301084513,1,131,1,5,3,3008,150,5,3,2,1,32,3
301084515,1,131,1,5,3,3008,750,2,0,2,2,36,6
301084516,1,131,1,5,3,3008,NA,5,2,3,1,44,4
301084517,1,131,1,5,3,3008,240,4,2,2,1,29,6
301084518,1,131,1,5,3,3008,390,3,2,1,1,33,8
301084701,1,131,1,5,3,3008,NA,6,3,3,1,26,7
301084702,1,131,1,4,3,3008,585,6,4,2,1,23,3
301084703,1,131,1,5,3,3008,468,3,0,3,2,47,4
301084705,1,131,1,5,3,3008,NA,2,2,0,1,53,6
301084706,1,131,2,5,3,3008,NA,1,1,0,1,36,4
301090019,1,115,1,5,3,3008,NA,5,2,3,2,38,6
301090020,1,115,2,5,3,3008,NA,2,1,1,2,43,8
301090021,1,115,2,5,3,3008,600,6,2,4,2,25,7
301090022,1,115,2,5,3,3008,NA,2,1,1,1,32,7
301090023,1,115,1,5,3,3008,675,2,1,1,1,28,10
301090024,1,115,2,5,3,3008,150,3,2,1,2,25,7
301090413,1,115,1,5,3,3008,NA,6,3,3,2,40,4
301090414,1,115,1,5,3,3008,NA,2,2,0,1,27,6
301090416,1,115,1,5,3,3008,NA,5,3,2,1,43,8
301090417,1,115,1,5,3,3008,NA,3,1,2,1,26,6
301090418,1,115,1,5,3,3008,NA,5,3,2,1,47,6
301090807,1,115,2,5,3,3008,240,3,2,1,1,51,5
301090807,2,115,2,5,3,3008,NA,2,1,1,1,28,4
301090808,1,115,2,4,3,3008,108,1,1,0,1,24,6
301090809,1,115,2,5,3,3008,300,5,1,4,1,39,6
301090810,1,115,6,,3,3008,NA,11,4,7,2,33,8
301090811,1,115,2,5,3,3008,300,1,1,0,1,25,4
301090812,1,115,2,5,3,3008,246,4,2,2,1,60,8
301090901,1,115,1,5,3,3008,360,6,3,3,1,45,4
301090902,1,115,1,5,3,3008,1500,4,2,2,1,36,8
301090903,1,115,2,5,3,3008,210,3,2,1,2,58,4
301090905,1,115,1,5,3,3008,60,1,1,0,1,28,4
301090905,2,115,1,5,3,3008,60,1,1,0,1,33,6
301090906,1,115,1,5,3,3008,900,5,2,3,1,54,8
301095213,1,149,1,5,3,3008,900,5,2,3,1,69,6
301095214,1,149,1,5,3,3008,240,2,1,1,1,67,4
301095215,1,149,1,5,3,3008,300,3,2,1,1,34,4
301095216,1,149,1,5,3,3008,165,3,2,1,2,49,4
