folioviv,foliohog,entidad,ubica_geo
1801781321,1,18,18020
1801781322,1,18,18020
1801781323,1,18,18020
1801781324,1,18,18020
1801781513,1,18,18020
1801781514,1,18,18020
1801781515,1,18,18020
1801781516,1,18,18020
1801781517,1,18,18020
1801781518,1,18,18020
1801781701,1,18,18020
1801781702,1,18,18020
1801781703,1,18,18020
1801781704,1,18,18020
1801781705,1,18,18020
1801781706,1,18,18020
1801784019,1,18,18020
1801784020,1,18,18020
1801784022,1,18,18020
1801784023,1,18,18020
1801784024,1,18,18020
1801784413,1,18,18020
1801784414,1,18,18020
1801784415,1,18,18020
1801784416,1,18,18020
1801784418,1,18,18020
1801784807,1,18,18020
1801784808,1,18,18020
1801784809,1,18,18020
1801784810,1,18,18020
1801784811,1,18,18020
1801784812,1,18,18020
1801784901,1,18,18020
1801784902,1,18,18020
1801784903,1,18,18020
1801784904,1,18,18020
1801784905,1,18,18020
1801784906,1,18,18020
1801800213,1,18,18020
1801800214,1,18,18020
1801800215,1,18,18020
1801800216,1,18,18020
1801800217,1,18,18020
1801800218,1,18,18020
1801800519,1,18,18020
1801800521,1,18,18020
1801800522,1,18,18020
1801800523,1,18,18020
1801800524,1,18,18020
1801800601,1,18,18020
1801800602,1,18,18020
1801800603,1,18,18020
1801800604,1,18,18020
1801800605,1,18,18020
1801800606,1,18,18020
1801800707,1,18,18020
1801800708,1,18,18020
1801800709,1,18,18020
1801800710,1,18,18020
1801800711,1,18,18020
1801800712,1,18,18020
1860026208,1,18,18004
1860026209,1,18,18004
1860026210,1,18,18004
1860026211,1,18,18004
1860026212,1,18,18004
1860026319,1,18,18004
1860026320,1,18,18004
1860026321,1,18,18004
1860026323,1,18,18004
1860026324,1,18,18004
1860026514,1,18,18004
1860026515,1,18,18004
1860026516,1,18,18004
1860026517,1,18,18004
1860026518,1,18,18004
1860026701,1,18,18004
1860026702,1,18,18004
1860026704,1,18,18004
1860026705,1,18,18004
1860026706,1,18,18004
1860049019,1,18,18008
1860049020,1,18,18008
1860049021,1,18,18008
1860049022,1,18,18008
1860049023,1,18,18008
1860049024,1,18,18008
1860049413,1,18,18008
1860049414,1,18,18008
1860049415,1,18,18008
1860049416,1,18,18008
1860049417,1,18,18008
1860049418,1,18,18008
1860049807,1,18,18008
1860049808,1,18,18008
1860049809,1,18,18008
1860049810,1,18,18008
1860049811,1,18,18008
1860049812,1,18,18008
1860049901,1,18,18008
1860049902,1,18,18008
1860049903,1,18,18008
1860049904,1,18,18008
1860049905,1,18,18008
1860049906,1,18,18008
1860069019,1,18,18011
1860069020,1,18,18011
1860069021,1,18,18011
1860069022,1,18,18011
1860069023,1,18,18011
1860069024,1,18,18011
1860069413,1,18,18011
1860069414,1,18,18011
1860069415,1,18,18011
1860069417,1,18,18011
1860069418,1,18,18011
1860069807,1,18,18011
1860069808,1,18,18011
1860069809,1,18,18011
1860069810,1,18,18011
1860069811,1,18,18011
1860069901,1,18,18011
1860069902,1,18,18011
1860069903,1,18,18011
1860069904,1,18,18011
1860069905,1,18,18011
1860069906,1,18,18011
1860087213,1,18,18012
1860087214,1,18,18012
1860087215,1,18,18012
1860087215,2,18,18012
1860087216,1,18,18012
1860087217,1,18,18012
1860087218,1,18,18012
1860087519,1,18,18012
1860087520,1,18,18012
1860087521,1,18,18012
1860087522,1,18,18012
1860087523,1,18,18012
1860087524,1,18,18012
1860087601,1,18,18012
1860087602,1,18,18012
1860087603,1,18,18012
1860087604,1,18,18012
1860087605,1,18,18012
1860087606,1,18,18012
1860087707,1,18,18012
1860087708,1,18,18012
1860087709,1,18,18012
1860087710,1,18,18012
1860087711,1,18,18012
1860087712,1,18,18012
1860121213,1,18,18015
1860121214,1,18,18015
1860121215,1,18,18015
1860121216,1,18,18015
1860121218,1,18,18015
1860121519,1,18,18015
1860121520,1,18,18015
1860121521,1,18,18015
1860121522,1,18,18015
1860121523,1,18,18015
1860121524,1,18,18015
1860121601,1,18,18015
1860121602,1,18,18015
1860121603,1,18,18015
1860121604,1,18,18015
1860121605,1,18,18015
1860121606,1,18,18015
1860121707,1,18,18015
1860121708,1,18,18015
1860121709,1,18,18015
1860121711,1,18,18015
1860121712,1,18,18015
1860122301,1,18,18015
1860122302,1,18,18015
1860122303,1,18,18015
1860122304,1,18,18015
1860122305,1,18,18015
1860122306,1,18,18015
1860122419,1,18,18015
1860122420,1,18,18015
1860122421,1,18,18015
1860122422,1,18,18015
1860122423,1,18,18015
1860122424,1,18,18015
1860122813,1,18,18015
1860122814,1,18,18015
1860122815,1,18,18015
1860122816,1,18,18015
1860122817,1,18,18015
1860122818,1,18,18015
1860122907,1,18,18015
1860122908,1,18,18015
1860122909,1,18,18015
1860122910,1,18,18015
1860122911,1,18,18015
1860122912,1,18,18015
1860140001,1,18,18017
1860140002,1,18,18017
1860140003,1,18,18017
1860140004,1,18,18017
1860140005,1,18,18017
1860140006,1,18,18017
1860140220,1,18,18017
1860140221,1,18,18017
1860140222,1,18,18017
1860140223,1,18,18017
1860140224,1,18,18017
1860140607,1,18,18017
1860140608,1,18,18017
1860140609,1,18,18017
1860140611,1,18,18017
1860140612,1,18,18017
1860140713,1,18,18017
1860140714,1,18,18017
1860140715,1,18,18017
1860140716,1,18,18017
1860140717,1,18,18017
1860140718,1,18,18017
1860142307,1,18,18017
1860142308,1,18,18017
1860142309,1,18,18017
1860142310,1,18,18017
1860142312,1,18,18017
1860142312,2,18,18017
1860142501,1,18,18017
1860142502,1,18,18017
1860142503,1,18,18017
1860142504,1,18,18017
1860142505,1,18,18017
1860142506,1,18,18017
1860142820,1,18,18017
1860142821,1,18,18017
1860142822,1,18,18017
1860142824,1,18,18017
1860142913,1,18,18017
1860142914,1,18,18017
1860142915,1,18,18017
1860142916,1,18,18017
1860142917,1,18,18017
1860142918,1,18,18017
1860156007,1,18,18018
1860156008,1,18,18018
1860156009,1,18,18018
1860156010,1,18,18018
1860156011,1,18,18018
1860156012,1,18,18018
1860156401,1,18,18018
1860156402,1,18,18018
1860156403,1,18,18018
1860156404,1,18,18018
1860156405,1,18,18018
1860156406,1,18,18018
1860156613,1,18,18018
1860156614,1,18,18018
1860156615,1,18,18018
1860156616,1,18,18018
1860156617,1,18,18018
1860156618,1,18,18018
1860156719,1,18,18018
1860156720,1,18,18018
1860156721,1,18,18018
1860156722,1,18,18018
1860156723,1,18,18018
1860197301,1,18,18001
1860197302,1,18,18001
1860197303,1,18,18001
1860197304,1,18,18001
1860197305,1,18,18001
1860197306,1,18,18001
1860197419,1,18,18001
1860197420,1,18,18001
1860197421,1,18,18001
1860197422,1,18,18001
1860197423,1,18,18001
1860197424,1,18,18001
1860197813,1,18,18001
1860197814,1,18,18001
1860197815,1,18,18001
1860197816,1,18,18001
1860197817,1,18,18001
1860197818,1,18,18001
1860197907,1,18,18001
1860197908,1,18,18001
1860197909,1,18,18001
1860197911,1,18,18001
1860197912,1,18,18001
1860203204,1,18,18001
1860203205,1,18,18001
1860203221,1,18,18001
1860203222,1,18,18001
1860203224,1,18,18001
1860203225,1,18,18001
1860203226,1,18,18001
1860203312,1,18,18001
1860203313,1,18,18001
1860203314,1,18,18001
1860203315,1,18,18001
1860203506,1,18,18001
1860203507,1,18,18001
1860203508,1,18,18001
1860203509,1,18,18001
1860203916,1,18,18001
1860203917,1,18,18001
1860203918,1,18,18001
1860203919,1,18,18001
1860203920,1,18,18001
1860214011,1,18,18001
1860214012,1,18,18001
1860214013,1,18,18001
1860214014,1,18,18001
1860214015,1,18,18001
1860214406,1,18,18001
1860214408,1,18,18001
1860214409,1,18,18001
1860214410,1,18,18001
1860214616,1,18,18001
1860214617,1,18,18001
1860214618,1,18,18001
1860214619,1,18,18001
1860214620,1,18,18001
1860214801,1,18,18001
1860214802,1,18,18001
1860214803,1,18,18001
1860214804,1,18,18001
1860214805,1,18,18001
1860230207,1,18,18004
1860230207,2,18,18004
1860230208,1,18,18004
1860230209,1,18,18004
1860230210,1,18,18004
1860230211,1,18,18004
1860230212,1,18,18004
1860230319,1,18,18004
1860230320,1,18,18004
1860230321,1,18,18004
1860230322,1,18,18004
1860230323,1,18,18004
1860230513,1,18,18004
1860230514,1,18,18004
1860230515,1,18,18004
1860230516,1,18,18004
1860230517,1,18,18004
1860230518,1,18,18004
1860230701,1,18,18004
1860230702,1,18,18004
1860230703,1,18,18004
1860230704,1,18,18004
1860230705,1,18,18004
1860230706,1,18,18004
1860276001,1,18,18009
1860276002,1,18,18009
1860276003,1,18,18009
1860276004,1,18,18009
1860276005,1,18,18009
1860276006,1,18,18009
1860276218,1,18,18009
1860276219,1,18,18009
1860276220,1,18,18009
1860276221,1,18,18009
1860276222,1,18,18009
1860276223,1,18,18009
1860276224,1,18,18009
1860276225,1,18,18009
1860276226,1,18,18009
1860276227,1,18,18009
1860276607,1,18,18009
1860276608,1,18,18009
1860276609,1,18,18009
1860276610,1,18,18009
1860276611,1,18,18009
1860276612,1,18,18009
1860276713,1,18,18009
1860276714,1,18,18009
1860276715,1,18,18009
1860276716,1,18,18009
1860276717,1,18,18009
1860298306,1,18,18009
1860298307,1,18,18009
1860298308,1,18,18009
1860298310,1,18,18009
1860298321,1,18,18009
1860298322,1,18,18009
1860298323,1,18,18009
1860298324,1,18,18009
1860298325,1,18,18009
1860298501,1,18,18009
1860298502,1,18,18009
1860298503,1,18,18009
1860298504,1,18,18009
1860298505,1,18,18009
1860298816,1,18,18009
1860298817,1,18,18009
1860298818,1,18,18009
1860298819,1,18,18009
1860298820,1,18,18009
1860298911,1,18,18009
1860298912,1,18,18009
1860298913,1,18,18009
1860298914,1,18,18009
1860298915,1,18,18009
1860305015,1,18,18010
1860305016,1,18,18010
1860305017,1,18,18010
1860305018,1,18,18010
1860305411,1,18,18010
1860305412,1,18,18010
1860305413,1,18,18010
1860305414,1,18,18010
1860305419,1,18,18010
1860305420,1,18,18010
1860305421,1,18,18010
1860305423,1,18,18010
1860305424,1,18,18010
1860305805,1,18,18010
1860305807,1,18,18010
1860305809,1,18,18010
1860305901,1,18,18010
1860305902,1,18,18010
1860305903,1,18,18010
1860305904,1,18,18010
1860306211,1,18,18010
1860306212,1,18,18010
1860306213,1,18,18010
1860306214,1,18,18010
1860306215,1,18,18010
1860306216,1,18,18010
1860306222,1,18,18010
1860306223,1,18,18010
1860306224,1,18,18010
1860306225,1,18,18010
1860306226,1,18,18010
1860306517,1,18,18010
1860306518,1,18,18010
1860306519,1,18,18010
1860306520,1,18,18010
1860306521,1,18,18010
1860306601,1,18,18010
1860306602,1,18,18010
1860306603,1,18,18010
1860306604,1,18,18010
1860306605,1,18,18010
1860306706,1,18,18010
1860306707,1,18,18010
1860306707,2,18,18010
1860306708,1,18,18010
1860306709,1,18,18010
1860306710,1,18,18010
1860309301,1,18,18010
1860309302,1,18,18010
1860309304,1,18,18010
1860309305,1,18,18010
1860309306,1,18,18010
1860309419,1,18,18010
1860309420,1,18,18010
1860309421,1,18,18010
1860309423,1,18,18010
1860309424,1,18,18010
1860309813,1,18,18010
1860309814,1,18,18010
1860309815,1,18,18010
1860309816,1,18,18010
1860309817,1,18,18010
1860309818,1,18,18010
1860309907,1,18,18010
1860309908,1,18,18010
1860309909,1,18,18010
1860309910,1,18,18010
1860309911,1,18,18010
1860309912,1,18,18010
1860345001,1,18,18013
1860345002,1,18,18013
1860345003,1,18,18013
1860345004,1,18,18013
1860345005,1,18,18013
1860345006,1,18,18013
1860345219,1,18,18013
1860345221,1,18,18013
1860345222,1,18,18013
1860345223,1,18,18013
1860345224,1,18,18013
1860345607,1,18,18013
1860345608,1,18,18013
1860345609,1,18,18013
1860345611,1,18,18013
1860345612,1,18,18013
1860345713,1,18,18013
1860345714,1,18,18013
1860345715,1,18,18013
1860345716,1,18,18013
1860345717,1,18,18013
1860345718,1,18,18013
1860350307,1,18,18014
1860350308,1,18,18014
1860350309,1,18,18014
1860350310,1,18,18014
1860350311,1,18,18014
1860350312,1,18,18014
1860350501,1,18,18014
1860350502,1,18,18014
1860350503,1,18,18014
1860350504,1,18,18014
1860350505,1,18,18014
1860350506,1,18,18014
1860350819,1,18,18014
1860350820,1,18,18014
1860350821,1,18,18014
1860350822,1,18,18014
1860350913,1,18,18014
1860350914,1,18,18014
1860350915,1,18,18014
1860350916,1,18,18014
1860350917,1,18,18014
1860350918,1,18,18014
1860360006,1,18,18014
1860360007,1,18,18014
1860360008,1,18,18014
1860360009,1,18,18014
1860360010,1,18,18014
1860360401,1,18,18014
1860360402,1,18,18014
1860360403,1,18,18014
1860360405,1,18,18014
1860360611,1,18,18014
1860360612,1,18,18014
1860360613,1,18,18014
1860360614,1,18,18014
1860360615,1,18,18014
1860360716,1,18,18014
1860360717,1,18,18014
1860360718,1,18,18014
1860360719,1,18,18014
1860360720,1,18,18014
1860368007,1,18,18015
1860368008,1,18,18015
1860368009,1,18,18015
1860368010,1,18,18015
1860368011,1,18,18015
1860368012,1,18,18015
1860368401,1,18,18015
1860368402,1,18,18015
1860368403,1,18,18015
1860368404,1,18,18015
1860368405,1,18,18015
1860368406,1,18,18015
1860368613,1,18,18015
1860368614,1,18,18015
1860368615,1,18,18015
1860368616,1,18,18015
1860368617,1,18,18015
1860368618,1,18,18015
1860368719,1,18,18015
1860368720,1,18,18015
1860368721,1,18,18015
1860368722,1,18,18015
1860368723,1,18,18015
1860368724,1,18,18015
1860391201,1,18,18015
1860391202,1,18,18015
1860391203,1,18,18015
1860391204,1,18,18015
1860391222,1,18,18015
1860391223,1,18,18015
1860391224,1,18,18015
1860391225,1,18,18015
1860391311,1,18,18015
1860391312,1,18,18015
1860391313,1,18,18015
1860391314,1,18,18015
1860391315,1,18,18015
1860391506,1,18,18015
1860391507,1,18,18015
1860391508,1,18,18015
1860391509,1,18,18015
1860391510,1,18,18015
1860391916,1,18,18015
1860391917,1,18,18015
1860391918,1,18,18015
1860391919,1,18,18015
1860391920,1,18,18015
1860409406,1,18,18016
1860409407,1,18,18016
1860409408,1,18,18016
1860409409,1,18,18016
1860409420,1,18,18016
1860409421,1,18,18016
1860409422,1,18,18016
1860409423,1,18,18016
1860409424,1,18,18016
1860409615,1,18,18016
1860409616,1,18,18016
1860409617,1,18,18016
1860409618,1,18,18016
1860409619,1,18,18016
1860409801,1,18,18016
1860409802,1,18,18016
1860409804,1,18,18016
1860409805,1,18,18016
1860469201,1,18,18018
1860469205,1,18,18018
1860469206,1,18,18018
1860469314,1,18,18018
1860469315,1,18,18018
1860469316,1,18,18018
1860469317,1,18,18018
1860469318,1,18,18018
1860469507,1,18,18018
1860469508,1,18,18018
1860469510,1,18,18018
1860469511,1,18,18018
1860469512,1,18,18018
1900001901,1,19,19006
1900001903,1,19,19006
1900001906,1,19,19006
1900016802,1,19,19006
1900016803,1,19,19006
1900016804,1,19,19006
1900016805,1,19,19006
1900016806,1,19,19006
1900019401,1,19,19006
1900019402,1,19,19006
1900019404,1,19,19006
1900019405,1,19,19006
1900048001,1,19,19006
1900048002,1,19,19006
1900048003,1,19,19006
1900048004,1,19,19006
1900048006,1,19,19006
1900142004,1,19,19006
1900142006,1,19,19006
1900145601,1,19,19006
1900145602,1,19,19006
1900145603,1,19,19006
1900145604,1,19,19006
1900145605,1,19,19006
1900145606,1,19,19006
1900190701,1,19,19006
1900190702,1,19,19006
1900190704,1,19,19006
1900190705,1,19,19006
1900190706,1,19,19006
1900200602,1,19,19006
1900200603,1,19,19006
1900200606,1,19,19006
1900233001,1,19,19006
1900233002,1,19,19006
1900233003,1,19,19006
1900233005,1,19,19006
1900233006,1,19,19006
1900284601,1,19,19006
1900284602,1,19,19006
1900284603,1,19,19006
1900284605,1,19,19006
1900284606,1,19,19006
1900289201,1,19,19006
1900289202,1,19,19006
1900289203,1,19,19006
1900289204,1,19,19006
1900289206,1,19,19006
1900349501,1,19,19006
1900349502,1,19,19006
1900349503,1,19,19006
1900349504,1,19,19006
1900349505,1,19,19006
1900349506,1,19,19006
1900354702,1,19,19006
1900354704,1,19,19006
1900354705,1,19,19006
1900354706,1,19,19006
1900366301,1,19,19006
1900366303,1,19,19006
1900366304,1,19,19006
1900366305,1,19,19006
1900366306,1,19,19006
1900367201,1,19,19006
1900367202,1,19,19006
1900367203,1,19,19006
1900367205,1,19,19006
1900367206,1,19,19006
1900382501,1,19,19006
1900382502,1,19,19006
1900382503,1,19,19006
1900382504,1,19,19006
1900382505,1,19,19006
1900382506,1,19,19006
1900436301,1,19,19006
1900436302,1,19,19006
1900436303,1,19,19006
1900436305,1,19,19006
1900436306,1,19,19006
1900451901,1,19,19006
1900451903,1,19,19006
1900451905,1,19,19006
1900451906,1,19,19006
1900474801,1,19,19006
1900474803,1,19,19006
1900543401,1,19,19006
1900543402,1,19,19006
1900543403,1,19,19006
1900543404,1,19,19006
1900543405,1,19,19006
1900543406,1,19,19006
1900549001,1,19,19006
1900549002,1,19,19006
1900549003,1,19,19006
1900549005,1,19,19006
1900601601,1,19,19006
1900601602,1,19,19006
1900601603,1,19,19006
1900601604,1,19,19006
1900601605,1,19,19006
1900601606,1,19,19006
1900649701,1,19,19006
1900649702,1,19,19006
1900649703,1,19,19006
1900649705,1,19,19006
1900649706,1,19,19006
1900668701,1,19,19006
1900668702,1,19,19006
1900668704,1,19,19006
1900668705,1,19,19006
1900668706,1,19,19006
1900672201,1,19,19006
1900672202,1,19,19006
1900672204,1,19,19006
1900672206,1,19,19006
1900684201,1,19,19006
1900684203,1,19,19006
1900684204,1,19,19006
1900684205,1,19,19006
1900684206,1,19,19006
1900711503,1,19,19006
1900711504,1,19,19006
1900711506,1,19,19006
1900761302,1,19,19006
1900761303,1,19,19006
1900761304,1,19,19006
1900761305,1,19,19006
1900761306,1,19,19006
1900828501,1,19,19006
1900828506,1,19,19006
1900829902,1,19,19006
1900829903,1,19,19006
1900829905,1,19,19006
1900829906,1,19,19006
1900877901,1,19,19006
1900877902,1,19,19006
1900877904,1,19,19006
1900877905,1,19,19006
1900877906,1,19,19006
1900907802,1,19,19006
1900907803,1,19,19006
1900907805,1,19,19006
1900907806,1,19,19006
1900918402,1,19,19006
1900918403,1,19,19006
1900918405,1,19,19006
1900953302,1,19,19006
1900953303,1,19,19006
1900953304,1,19,19006
1900953305,1,19,19006
1900953306,1,19,19006
1900957902,1,19,19006
1900957903,1,19,19006
1900957904,1,19,19006
1900957905,1,19,19006
1900957906,1,19,19006
1900993801,1,19,19006
1900993802,1,19,19006
1900993804,1,19,19006
1900993805,1,19,19006
1900993806,1,19,19006
1901004001,1,19,19006
1901004003,1,19,19006
1901004004,1,19,19006
1901004005,1,19,19006
1901004006,1,19,19006
1901013602,1,19,19006
1901013604,1,19,19006
1901013605,1,19,19006
1901026701,1,19,19006
1901026703,1,19,19006
1901026704,1,19,19006
1901026705,1,19,19006
1901026706,1,19,19006
1901043201,1,19,19006
1901043203,1,19,19006
1901043204,1,19,19006
1901043205,1,19,19006
1901043206,1,19,19006
1901080401,1,19,19006
1901080402,1,19,19006
1901080403,1,19,19006
1901080404,1,19,19006
1901080405,1,19,19006
1901096003,1,19,19006
1901096006,1,19,19006
1901100601,1,19,19006
1901100602,1,19,19006
1901100603,1,19,19006
1901100604,1,19,19006
1901100605,1,19,19006
1901100606,1,19,19006
1901134701,1,19,19006
1901134703,1,19,19006
1901134704,1,19,19006
1901134706,1,19,19006
1901158802,1,19,19006
1901158803,1,19,19006
1901158804,1,19,19006
1901158806,1,19,19006
1901187501,1,19,19006
1901187502,1,19,19006
1901187503,1,19,19006
1901187505,1,19,19006
1901187506,1,19,19006
1901210303,1,19,19006
1901210304,1,19,19006
1901210305,1,19,19006
1901210306,1,19,19006
1901243402,1,19,19006
1901243403,1,19,19006
1901243404,1,19,19006
1901243406,1,19,19006
1901274001,1,19,19006
1901274002,1,19,19006
1901274003,1,19,19006
1901274004,1,19,19006
1901274006,1,19,19006
1901367905,1,19,19019
1901376201,1,19,19019
1901376202,1,19,19019
1901376204,1,19,19019
1901398801,1,19,19019
1901414401,1,19,19019
1901414403,1,19,19019
1901595502,1,19,19019
1901595503,1,19,19019
1901595505,1,19,19019
1901595506,1,19,19019
1901599301,1,19,19019
1901599302,1,19,19019
1901599303,1,19,19019
1901599305,1,19,19019
1901599306,1,19,19019
1901628902,1,19,19021
1901628903,1,19,19021
1901628904,1,19,19021
1901628905,1,19,19021
1901636802,1,19,19021
1901636804,1,19,19021
1901636805,1,19,19021
1901657401,1,19,19021
1901657402,1,19,19021
1901657402,2,19,19021
1901657404,1,19,19021
1901657404,2,19,19021
1901657405,1,19,19021
1901657406,1,19,19021
1901739001,1,19,19021
1901739002,1,19,19021
1901739004,1,19,19021
1901739006,1,19,19021
1901758601,1,19,19021
1901758602,1,19,19021
1901758603,1,19,19021
1901758604,1,19,19021
1901758605,1,19,19021
1901758606,1,19,19021
1901769001,1,19,19021
1901769003,1,19,19021
1901769005,1,19,19021
1901769006,1,19,19021
1901917601,1,19,19021
1901917603,1,19,19021
1901917604,1,19,19021
1901917605,1,19,19021
1901917606,1,19,19021
1901933801,1,19,19021
1901933803,1,19,19021
1901933804,1,19,19021
1901933805,1,19,19021
1901933806,1,19,19021
1901974701,1,19,19021
1901974703,1,19,19021
1901974704,1,19,19021
1901974705,1,19,19021
1901974706,1,19,19021
1902025203,1,19,19021
1902025205,1,19,19021
1902025206,1,19,19021
1902065502,1,19,19021
1902065503,1,19,19021
1902065504,1,19,19021
1902066301,1,19,19021
1902066302,1,19,19021
1902066303,1,19,19021
1902066304,1,19,19021
1902066305,1,19,19021
1902066306,1,19,19021
1902136901,1,19,19021
1902136903,1,19,19021
1902136904,1,19,19021
1902136905,1,19,19021
1902136906,1,19,19021
1902171701,1,19,19021
1902171702,1,19,19021
1902171704,1,19,19021
1902171705,1,19,19021
1902171706,1,19,19021
1902188201,1,19,19021
1902188201,2,19,19021
1902188203,1,19,19021
1902188205,1,19,19021
1902188206,1,19,19021
1902213501,1,19,19021
1902213502,1,19,19021
1902213503,1,19,19021
1902213505,1,19,19021
1902213506,1,19,19021
1902215801,1,19,19021
1902215802,1,19,19021
1902215803,1,19,19021
1902215806,1,19,19021
1902233301,1,19,19021
1902233302,1,19,19021
1902233303,1,19,19021
1902233305,1,19,19021
1902233306,1,19,19021
1902251601,1,19,19021
1902251602,1,19,19021
1902251603,1,19,19021
1902251604,1,19,19021
1902251605,1,19,19021
1902251606,1,19,19021
1902259401,1,19,19021
1902259402,1,19,19021
1902259403,1,19,19021
1902259404,1,19,19021
1902259405,1,19,19021
1902259406,1,19,19021
1902270701,1,19,19021
1902270702,1,19,19021
1902270703,1,19,19021
1902270704,1,19,19021
1902270705,1,19,19021
1902270706,1,19,19021
1902272202,1,19,19021
1902272203,1,19,19021
1902272204,1,19,19021
1902272205,1,19,19021
1902328902,1,19,19021
1902328903,1,19,19021
1902328904,1,19,19021
1902328905,1,19,19021
1902328906,1,19,19021
1902343001,1,19,19021
1902343002,1,19,19021
1902343003,1,19,19021
1902343004,1,19,19021
1902343005,1,19,19021
1902430801,1,19,19021
1902430802,1,19,19021
1902430803,1,19,19021
1902430804,1,19,19021
1902430805,1,19,19021
1902430806,1,19,19021
1902435401,1,19,19021
1902435402,1,19,19021
1902435405,1,19,19021
1902435406,1,19,19021
1902475001,1,19,19021
1902475002,1,19,19021
1902475003,1,19,19021
1902475004,1,19,19021
1902475005,1,19,19021
1902475006,1,19,19021
1902480601,1,19,19021
1902480603,1,19,19021
1902480604,1,19,19021
1902480605,1,19,19021
1902480606,1,19,19021
1902512701,1,19,19021
1902512702,1,19,19021
1902512703,1,19,19021
1902578603,1,19,19026
1902578604,1,19,19026
1902578605,1,19,19026
1902578606,1,19,19026
1902593501,1,19,19026
1902593502,1,19,19026
1902593504,1,19,19026
1902593506,1,19,19026
1902626401,1,19,19026
1902626402,1,19,19026
1902626403,1,19,19026
1902626404,1,19,19026
1902626405,1,19,19026
1902626406,1,19,19026
1902639305,1,19,19026
1902681201,1,19,19026
1902681202,1,19,19026
1902681203,1,19,19026
1902681204,1,19,19026
1902681205,1,19,19026
1902681206,1,19,19026
1902683502,1,19,19026
1902683502,2,19,19026
1902683503,1,19,19026
1902683505,1,19,19026
1902683506,1,19,19026
1902723701,1,19,19026
1902723702,1,19,19026
1902723703,1,19,19026
1902723704,1,19,19026
1902723705,1,19,19026
1902723706,1,19,19026
1902789302,1,19,19026
1902789303,1,19,19026
1902789304,1,19,19026
1902789306,1,19,19026
1902791901,1,19,19026
1902791902,1,19,19026
1902791904,1,19,19026
1902791905,1,19,19026
1902791906,1,19,19026
1902840901,1,19,19026
1902840902,1,19,19026
1902840903,1,19,19026
1902840904,1,19,19026
1902840905,1,19,19026
1902840906,1,19,19026
1902842802,1,19,19026
1902842803,1,19,19026
1902842804,1,19,19026
1902842805,1,19,19026
1902857401,1,19,19026
1902857405,1,19,19026
1902880001,1,19,19026
1902880003,1,19,19026
1902880005,1,19,19026
1902880006,1,19,19026
1902890202,1,19,19026
1902890203,1,19,19026
1902890204,1,19,19026
1902890205,1,19,19026
1902890206,1,19,19026
1902906501,1,19,19026
1902906502,1,19,19026
1902906503,1,19,19026
1902906504,1,19,19026
1902906505,1,19,19026
1903049301,1,19,19026
1903049302,1,19,19026
1903049303,1,19,19026
1903049304,1,19,19026
1903049305,1,19,19026
1903049306,1,19,19026
1903055801,1,19,19026
1903055801,2,19,19026
1903055803,1,19,19026
1903055804,1,19,19026
1903055805,1,19,19026
1903055806,1,19,19026
1903059902,1,19,19026
1903059903,1,19,19026
1903059903,2,19,19026
1903059904,1,19,19026
1903059905,1,19,19026
1903059906,1,19,19026
1903191801,1,19,19026
1903191802,1,19,19026
1903191803,1,19,19026
1903191804,1,19,19026
1903191806,1,19,19026
1903219401,1,19,19026
1903219402,1,19,19026
1903219403,1,19,19026
1903219404,1,19,19026
1903219405,1,19,19026
1903219406,1,19,19026
1903225001,1,19,19026
1903225002,1,19,19026
1903225002,2,19,19026
1903225003,1,19,19026
1903225004,1,19,19026
1903225005,1,19,19026
1903225006,1,19,19026
1903252601,1,19,19026
1903252603,1,19,19026
1903252606,1,19,19026
1903277601,1,19,19026
1903277602,1,19,19026
1903277603,1,19,19026
1903277604,1,19,19026
1903277605,1,19,19026
1903277606,1,19,19026
1903288401,1,19,19026
1903288402,1,19,19026
1903288403,1,19,19026
1903288404,1,19,19026
1903288405,1,19,19026
1903288406,1,19,19026
1903310701,1,19,19026
1903310702,1,19,19026
1903310704,1,19,19026
1903310705,1,19,19026
1903314201,1,19,19026
1903314202,1,19,19026
1903314203,1,19,19026
1903314204,1,19,19026
1903314206,1,19,19026
1903316001,1,19,19026
1903316002,1,19,19026
1903316003,1,19,19026
1903316004,1,19,19026
1903316005,1,19,19026
1903316006,1,19,19026
1903341602,1,19,19026
1903341604,1,19,19026
1903341605,1,19,19026
1903341606,1,19,19026
1903349701,1,19,19026
1903349702,1,19,19026
1903349704,1,19,19026
1903349705,1,19,19026
1903349706,1,19,19026
1903357202,1,19,19026
1903357205,1,19,19026
1903502501,1,19,19026
1903502502,1,19,19026
1903502503,1,19,19026
1903502505,1,19,19026
1903502506,1,19,19026
1903503301,1,19,19026
1903503302,1,19,19026
1903503303,1,19,19026
1903503304,1,19,19026
1903503305,1,19,19026
1903503306,1,19,19026
1903568901,1,19,19026
1903568902,1,19,19026
1903568903,1,19,19026
1903568904,1,19,19026
1903568906,1,19,19026
1903582801,1,19,19026
1903582802,1,19,19026
1903582803,1,19,19026
1903582804,1,19,19026
1903582805,1,19,19026
1903594701,1,19,19026
1903594702,1,19,19026
1903594703,1,19,19026
1903594704,1,19,19026
1903594705,1,19,19026
1903594706,1,19,19026
1903643401,1,19,19026
1903643402,1,19,19026
1903643404,1,19,19026
1903643405,1,19,19026
1903643406,1,19,19026
1903718501,1,19,19026
1903718503,1,19,19026
