folioviv,foliohog,entidad,ubica_geo
0806378904,1,08,08037
0806378905,1,08,08037
0806379801,1,08,08037
0806379802,1,08,08037
0806379803,1,08,08037
0806379804,1,08,08037
0806379806,1,08,08037
0806428401,1,08,08037
0806428402,1,08,08037
0806428403,1,08,08037
0806428404,1,08,08037
0806428405,1,08,08037
0806428406,1,08,08037
0806460901,1,08,08037
0806460902,1,08,08037
0806460903,1,08,08037
0806460904,1,08,08037
0806460905,1,08,08037
0806461801,1,08,08037
0806461803,1,08,08037
0806461804,1,08,08037
0806461805,1,08,08037
0806537001,1,08,08037
0806537002,1,08,08037
0806537003,1,08,08037
0806537004,1,08,08037
0806537005,1,08,08037
0806537006,1,08,08037
0806555602,1,08,08037
0806555603,1,08,08037
0806555604,1,08,08037
0806555605,1,08,08037
0806555606,1,08,08037
0806632702,1,08,08037
0806632703,1,08,08037
0806632704,1,08,08037
0806632705,1,08,08037
0806632706,1,08,08037
0806672201,1,08,08037
0806672202,1,08,08037
0806672203,1,08,08037
0806672204,1,08,08037
0806672205,1,08,08037
0806672206,1,08,08037
0806701401,1,08,08037
0806701402,1,08,08037
0806701403,1,08,08037
0806701405,1,08,08037
0806729501,1,08,08037
0806729502,1,08,08037
0806729503,1,08,08037
0806729504,1,08,08037
0806729505,1,08,08037
0806729506,1,08,08037
0806785301,1,08,08037
0806785302,1,08,08037
0806785303,1,08,08037
0806785304,1,08,08037
0806785305,1,08,08037
0806785306,1,08,08037
0806787901,1,08,08037
0806787902,1,08,08037
0806787903,1,08,08037
0806787904,1,08,08037
0806787905,1,08,08037
0806792801,1,08,08037
0806792802,1,08,08037
0806792803,1,08,08037
0806792804,1,08,08037
0806792805,1,08,08037
0806792806,1,08,08037
0806793403,1,08,08037
0806793404,1,08,08037
0806793405,1,08,08037
0806793406,1,08,08037
0806798001,1,08,08037
0806798002,1,08,08037
0806798003,1,08,08037
0806798004,1,08,08037
0806798005,1,08,08037
0806798006,1,08,08037
0806803601,1,08,08037
0806803602,1,08,08037
0806803603,1,08,08037
0806803604,1,08,08037
0806803605,1,08,08037
0806803606,1,08,08037
0806804701,1,08,08037
0806804702,1,08,08037
0806804703,1,08,08037
0806804704,1,08,08037
0806804705,1,08,08037
0806804706,1,08,08037
0806808201,1,08,08037
0806808202,1,08,08037
0806808203,1,08,08037
0806808204,1,08,08037
0806808205,1,08,08037
0806808206,1,08,08037
0806809501,1,08,08037
0806809502,1,08,08037
0806809503,1,08,08037
0806809504,1,08,08037
0806809505,1,08,08037
0806809506,1,08,08037
0806811301,1,08,08037
0806811302,1,08,08037
0806811303,1,08,08037
0806811304,1,08,08037
0806811305,1,08,08037
0806811306,1,08,08037
0806823501,1,08,08037
0806823502,1,08,08037
0806823504,1,08,08037
0806823505,1,08,08037
0806827301,1,08,08037
0806827302,1,08,08037
0806827303,1,08,08037
0806827304,1,08,08037
0806827305,1,08,08037
0806827306,1,08,08037
0806830001,1,08,08037
0806830002,1,08,08037
0806830003,1,08,08037
0806830004,1,08,08037
0806830005,1,08,08037
0806830006,1,08,08037
0806833901,1,08,08037
0806833902,1,08,08037
0806833903,1,08,08037
0806833905,1,08,08037
0806833906,1,08,08037
0806843602,1,08,08037
0806843603,1,08,08037
0806843604,1,08,08037
0806843605,1,08,08037
0806843606,1,08,08037
0806860701,1,08,08037
0806860702,1,08,08037
0806860703,1,08,08037
0806860704,1,08,08037
0806860705,1,08,08037
0806860706,1,08,08037
0806863201,1,08,08037
0806863202,1,08,08037
0806863203,1,08,08037
0806863204,1,08,08037
0806863205,1,08,08037
0806863206,1,08,08037
0806880801,1,08,08037
0806880802,1,08,08037
0806880803,1,08,08037
0806880804,1,08,08037
0806880805,1,08,08037
0806880806,1,08,08037
0806910401,1,08,08037
0806910402,1,08,08037
0806910403,1,08,08037
0806910404,1,08,08037
0806910405,1,08,08037
0806910406,1,08,08037
0806923001,1,08,08037
0806923002,1,08,08037
0806923003,1,08,08037
0806923004,1,08,08037
0806923005,1,08,08037
0806923006,1,08,08037
0806939601,1,08,08037
0806939602,1,08,08037
0806939603,1,08,08037
0806939604,1,08,08037
0806939605,1,08,08037
0806939606,1,08,08037
0806948702,1,08,08037
0806948703,1,08,08037
0806948704,1,08,08037
0806948705,1,08,08037
0806987202,1,08,08037
0806987203,1,08,08037
0806987204,1,08,08037
0806987205,1,08,08037
0806987206,1,08,08037
0807010501,1,08,08037
0807010502,1,08,08037
0807010503,1,08,08037
0807010504,1,08,08037
0807010505,1,08,08037
0807010506,1,08,08037
0807011301,1,08,08037
0807011302,1,08,08037
0807011303,1,08,08037
0807011304,1,08,08037
0807011305,1,08,08037
0807011306,1,08,08037
0807018901,1,08,08037
0807018902,1,08,08037
0807018903,1,08,08037
0807018904,1,08,08037
0807018905,1,08,08037
0807018906,1,08,08037
0807023501,1,08,08037
0807023502,1,08,08037
0807023503,1,08,08037
0807023504,1,08,08037
0807023505,1,08,08037
0807023506,1,08,08037
0807064301,1,08,08037
0807064302,1,08,08037
0807064304,1,08,08037
0807064305,1,08,08037
0807064306,1,08,08037
0807066901,1,08,08037
0807066902,1,08,08037
0807066903,1,08,08037
0807066904,1,08,08037
0807066905,1,08,08037
0807091801,1,08,08037
0807091802,1,08,08037
0807091803,1,08,08037
0807091804,1,08,08037
0807091805,1,08,08037
0807091806,1,08,08037
0807116901,1,08,08037
0807116902,1,08,08037
0807116904,1,08,08037
0807116905,1,08,08037
0807116906,1,08,08037
0807122801,1,08,08037
0807122802,1,08,08037
0807122803,1,08,08037
0807122804,1,08,08037
0807122805,1,08,08037
0807122806,1,08,08037
0807133401,1,08,08037
0807133402,1,08,08037
0807133403,1,08,08037
0807133404,1,08,08037
0807133405,1,08,08037
0807133406,1,08,08037
0807147801,1,08,08037
0807147802,1,08,08037
0807147803,1,08,08037
0807147804,1,08,08037
0807147805,1,08,08037
0807147806,1,08,08037
0807153002,1,08,08037
0807153003,1,08,08037
0807153004,1,08,08037
0807153005,1,08,08037
0807153006,1,08,08037
0807176601,1,08,08037
0807176602,1,08,08037
0807176603,1,08,08037
0807176604,1,08,08037
0807176605,1,08,08037
0807176606,1,08,08037
0807177701,1,08,08037
0807177703,1,08,08037
0807177704,1,08,08037
0807177705,1,08,08037
0807177706,1,08,08037
0807201401,1,08,08037
0807201402,1,08,08037
0807201403,1,08,08037
0807201404,1,08,08037
0807201405,1,08,08037
0807271201,1,08,08037
0807271202,1,08,08037
0807271203,1,08,08037
0807271204,1,08,08037
0807271205,1,08,08037
0807271206,1,08,08037
0807279001,1,08,08037
0807279002,1,08,08037
0807279004,1,08,08037
0807279005,1,08,08037
0807279006,1,08,08037
0807290501,1,08,08037
0807290502,1,08,08037
0807290503,1,08,08037
0807290504,1,08,08037
0807290505,1,08,08037
0807290506,1,08,08037
0807312301,1,08,08037
0807312302,1,08,08037
0807312303,1,08,08037
0807312304,1,08,08037
0807312305,1,08,08037
0807312306,1,08,08037
0807315901,1,08,08037
0807315902,1,08,08037
0807315903,1,08,08037
0807315904,1,08,08037
0807315905,1,08,08037
0807315906,1,08,08037
0807376402,1,08,08037
0807376403,1,08,08037
0807376405,1,08,08037
0807376406,1,08,08037
0807431801,1,08,08037
0807431802,1,08,08037
0807431803,1,08,08037
0807431804,1,08,08037
0807431805,1,08,08037
0807446401,1,08,08037
0807446402,1,08,08037
0807446403,1,08,08037
0807446404,1,08,08037
0807446405,1,08,08037
0807446406,1,08,08037
0807448601,1,08,08037
0807448602,1,08,08037
0807448603,1,08,08037
0807448604,1,08,08037
0807448605,1,08,08037
0807448606,1,08,08037
0807453701,1,08,08037
0807453702,1,08,08037
0807453703,1,08,08037
0807453704,1,08,08037
0807453705,1,08,08037
0807453706,1,08,08037
0807490001,1,08,08037
0807490002,1,08,08037
0807490004,1,08,08037
0807490005,1,08,08037
0807490006,1,08,08037
0807522601,1,08,08037
0807522602,1,08,08037
0807522603,1,08,08037
0807522604,1,08,08037
0807522605,1,08,08037
0807522606,1,08,08037
0807547701,1,08,08037
0807547702,1,08,08037
0807547703,1,08,08037
0807547704,1,08,08037
0807547705,1,08,08037
0807547706,1,08,08037
0807610201,1,08,08037
0807610203,1,08,08037
0807610204,1,08,08037
0807610205,1,08,08037
0807610206,1,08,08037
0807627001,1,08,08037
0807627002,1,08,08037
0807627003,1,08,08037
0807627005,1,08,08037
0807627006,1,08,08037
0807656501,1,08,08037
0807656502,1,08,08037
0807656503,1,08,08037
0807656504,1,08,08037
0807656505,1,08,08037
0807656506,1,08,08037
0807729301,1,08,08037
0807729302,1,08,08037
0807729303,1,08,08037
0807729304,1,08,08037
0807729305,1,08,08037
0807729306,1,08,08037
0807733201,1,08,08037
0807733202,1,08,08037
0807733204,1,08,08037
0807733205,1,08,08037
0807733206,1,08,08037
0807757901,1,08,08037
0807757902,1,08,08037
0807757903,1,08,08037
0807757904,1,08,08037
0807757906,1,08,08037
0807801802,1,08,08037
0807801803,1,08,08037
0807801804,1,08,08037
0807801805,1,08,08037
0807827401,1,08,08037
0807827402,1,08,08037
0807827403,1,08,08037
0807827405,1,08,08037
0807924001,1,08,08037
0807924002,1,08,08037
0807924003,1,08,08037
0807924005,1,08,08037
0807924006,1,08,08037
0808008302,1,08,08011
0808008303,1,08,08011
0808008304,1,08,08011
0808008305,1,08,08011
0808008306,1,08,08011
0808008419,1,08,08011
0808008420,1,08,08011
0808008421,1,08,08011
0808008422,1,08,08011
0808008423,1,08,08011
0808008813,1,08,08011
0808008814,1,08,08011
0808008815,1,08,08011
0808008816,1,08,08011
0808008817,1,08,08011
0808008818,1,08,08011
0808008907,1,08,08011
0808008908,1,08,08011
0808008909,1,08,08011
0808008910,1,08,08011
0808008911,1,08,08011
0808008912,1,08,08011
0808023001,1,08,08011
0808023002,1,08,08011
0808023003,1,08,08011
0808023004,1,08,08011
0808023005,1,08,08011
0808023006,1,08,08011
0808023224,1,08,08011
0808023607,1,08,08011
0808023608,1,08,08011
0808023609,1,08,08011
0808023610,1,08,08011
0808023611,1,08,08011
0808023612,1,08,08011
0808023714,1,08,08011
0808023716,1,08,08011
0808023717,1,08,08011
0808023718,1,08,08011
0808096307,1,08,08036
0808096309,1,08,08036
0808096311,1,08,08036
0808096312,1,08,08036
0808096502,1,08,08036
0808096503,1,08,08036
0808096504,1,08,08036
0808096505,1,08,08036
0808096506,1,08,08036
0808096819,1,08,08036
0808096820,1,08,08036
0808096821,1,08,08036
0808096822,1,08,08036
0808096823,1,08,08036
0808096824,1,08,08036
0808096913,1,08,08036
0808096914,1,08,08036
0808096915,1,08,08036
0808096916,1,08,08036
0808096917,1,08,08036
0808096918,1,08,08036
0808121007,1,08,08036
0808121009,1,08,08036
0808121010,1,08,08036
0808121011,1,08,08036
0808121401,1,08,08036
0808121402,1,08,08036
0808121403,1,08,08036
0808121404,1,08,08036
0808121405,1,08,08036
0808121613,1,08,08036
0808121614,1,08,08036
0808121616,1,08,08036
0808121617,1,08,08036
0808121618,1,08,08036
0808121719,1,08,08036
0808121721,1,08,08036
0808121722,1,08,08036
0808121723,1,08,08036
0808121724,1,08,08036
0808207202,1,08,08045
0808207203,1,08,08045
0808207204,1,08,08045
0808207205,1,08,08045
0808207206,1,08,08045
0808207315,1,08,08045
0808207316,1,08,08045
0808207318,1,08,08045
0808207507,1,08,08045
0808207508,1,08,08045
0808207510,1,08,08045
0808207511,1,08,08045
0808207512,1,08,08045
0808207919,1,08,08045
0808207920,1,08,08045
0808207923,1,08,08045
0808276019,1,08,08050
0808276022,1,08,08050
0808276023,1,08,08050
0808276024,1,08,08050
0808276413,1,08,08050
0808276414,1,08,08050
0808276416,1,08,08050
0808276417,1,08,08050
0808276809,1,08,08050
0808276901,1,08,08050
0808276902,1,08,08050
0808276903,1,08,08050
0808276904,1,08,08050
0808276905,1,08,08050
0808276906,1,08,08050
0808293214,1,08,08050
0808293215,1,08,08050
0808293216,1,08,08050
0808293217,1,08,08050
0808293218,1,08,08050
0808293521,1,08,08050
0808293522,1,08,08050
0808293523,1,08,08050
0808293602,1,08,08050
0808293604,1,08,08050
0808293605,1,08,08050
0808293707,1,08,08050
0808293708,1,08,08050
0808293709,1,08,08050
0808293710,1,08,08050
0808293711,1,08,08050
0808293712,1,08,08050
0808318014,1,08,08052
0808318015,1,08,08052
0808318016,1,08,08052
0808318017,1,08,08052
0808318018,1,08,08052
0808318407,1,08,08052
0808318408,1,08,08052
0808318409,1,08,08052
0808318410,1,08,08052
0808318411,1,08,08052
0808318619,1,08,08052
0808318620,1,08,08052
0808318621,1,08,08052
0808318623,1,08,08052
0808318624,1,08,08052
0808318801,1,08,08052
0808318802,1,08,08052
0808318805,1,08,08052
0808318806,1,08,08052
0808342207,1,08,08052
0808342208,1,08,08052
0808342209,1,08,08052
0808342210,1,08,08052
0808342212,1,08,08052
0808342319,1,08,08052
0808342320,1,08,08052
0808342321,1,08,08052
0808342322,1,08,08052
0808342323,1,08,08052
0808342324,1,08,08052
0808342513,1,08,08052
0808342514,1,08,08052
0808342515,1,08,08052
0808342516,1,08,08052
0808342517,1,08,08052
0808342518,1,08,08052
0808342701,1,08,08052
0808342702,1,08,08052
0808342703,1,08,08052
0808342704,1,08,08052
0808342705,1,08,08052
0808342706,1,08,08052
0808387019,1,08,08001
0808387020,1,08,08001
0808387021,1,08,08001
0808387022,1,08,08001
0808387023,1,08,08001
0808387024,1,08,08001
0808387414,1,08,08001
0808387415,1,08,08001
0808387416,1,08,08001
0808387417,1,08,08001
0808387418,1,08,08001
0808387807,1,08,08001
0808387808,1,08,08001
0808387809,1,08,08001
0808387810,1,08,08001
0808387811,1,08,08001
0808387812,1,08,08001
0808387901,1,08,08001
0808387902,1,08,08001
0808387903,1,08,08001
0808387904,1,08,08001
0808387905,1,08,08001
0808387906,1,08,08001
0808426213,1,08,08004
0808426214,1,08,08004
0808426215,1,08,08004
0808426217,1,08,08004
0808426218,1,08,08004
0808426519,1,08,08004
0808426520,1,08,08004
0808426521,1,08,08004
0808426522,1,08,08004
0808426523,1,08,08004
0808426524,1,08,08004
0808426601,1,08,08004
0808426602,1,08,08004
0808426603,1,08,08004
0808426604,1,08,08004
0808426605,1,08,08004
0808426707,1,08,08004
0808426708,1,08,08004
0808426709,1,08,08004
0808426710,1,08,08004
0808426711,1,08,08004
0808426712,1,08,08004
0808720301,1,08,08029
0808720302,1,08,08029
0808720304,1,08,08029
0808720305,1,08,08029
0808720306,1,08,08029
0808720419,1,08,08029
0808720420,1,08,08029
0808720421,1,08,08029
0808720422,1,08,08029
0808720423,1,08,08029
0808720424,1,08,08029
0808720813,1,08,08029
0808720814,1,08,08029
0808720815,1,08,08029
0808720817,1,08,08029
0808720818,1,08,08029
0808720907,1,08,08029
0808720908,1,08,08029
0808720909,1,08,08029
0808720910,1,08,08029
0808720911,1,08,08029
0808720912,1,08,08029
0808784001,1,08,08031
0808784002,1,08,08031
0808784003,1,08,08031
0808784004,1,08,08031
0808784005,1,08,08031
0808784006,1,08,08031
0808784219,1,08,08031
0808784220,1,08,08031
0808784222,1,08,08031
0808784223,1,08,08031
0808784224,1,08,08031
0808784607,1,08,08031
0808784608,1,08,08031
0808784609,1,08,08031
0808784610,1,08,08031
0808784611,1,08,08031
0808784612,1,08,08031
0808784713,1,08,08031
0808784714,1,08,08031
0808784715,1,08,08031
0808784716,1,08,08031
0808784717,1,08,08031
0808784718,1,08,08031
0808839201,1,08,08035
0808839202,1,08,08035
0808839203,1,08,08035
0808839204,1,08,08035
0808839205,1,08,08035
0808839206,1,08,08035
0808839313,1,08,08035
0808839314,1,08,08035
0808839315,1,08,08035
0808839316,1,08,08035
0808839317,1,08,08035
0808839507,1,08,08035
0808839508,1,08,08035
0808839509,1,08,08035
0808839510,1,08,08035
0808839512,1,08,08035
0808839919,1,08,08035
0808839920,1,08,08035
0808839921,1,08,08035
0808839922,1,08,08035
0808839923,1,08,08035
0808839924,1,08,08035
0808925013,1,08,08048
0808925014,1,08,08048
0808925015,1,08,08048
0808925016,1,08,08048
0808925017,1,08,08048
0808925407,1,08,08048
0808925409,1,08,08048
0808925410,1,08,08048
0808925411,1,08,08048
0808925412,1,08,08048
0808925620,1,08,08048
0808925621,1,08,08048
0808925622,1,08,08048
0808925623,1,08,08048
0808925624,1,08,08048
0808925801,1,08,08048
0808925802,1,08,08048
0808925804,1,08,08048
0808925805,1,08,08048
0808925806,1,08,08048
0808984307,1,08,08062
0808984311,1,08,08062
0808984312,1,08,08062
0808984501,1,08,08062
0808984502,1,08,08062
0808984503,1,08,08062
0808984504,1,08,08062
0808984505,1,08,08062
0808984506,1,08,08062
0808984819,1,08,08062
0808984820,1,08,08062
0808984821,1,08,08062
0808984822,1,08,08062
0808984823,1,08,08062
0808984824,1,08,08062
0808984913,1,08,08062
0808984914,1,08,08062
0808984915,1,08,08062
0808984916,1,08,08062
0808984917,1,08,08062
0808984918,1,08,08062
0808990007,1,08,08062
0808990009,1,08,08062
0808990010,1,08,08062
0808990011,1,08,08062
0808990012,1,08,08062
0808990401,1,08,08062
0808990402,1,08,08062
0808990403,1,08,08062
0808990404,1,08,08062
0808990405,1,08,08062
0808990406,1,08,08062
0808990613,1,08,08062
0808990614,1,08,08062
0808990615,1,08,08062
0808990616,1,08,08062
0808990617,1,08,08062
0808990618,1,08,08062
0808990720,1,08,08062
0808990721,1,08,08062
0808990722,1,08,08062
0808990724,1,08,08062
0809042501,1,08,08037
0809042502,1,08,08037
0809042503,1,08,08037
0809042505,1,08,08037
0809042506,1,08,08037
0809082301,1,08,08037
0809082302,1,08,08037
0809082304,1,08,08037
0809082305,1,08,08037
0809082306,1,08,08037
0860011307,1,08,08010
0860011308,1,08,08010
0860011309,1,08,08010
0860011310,1,08,08010
0860011312,1,08,08010
0860011502,1,08,08010
0860011505,1,08,08010
0860011506,1,08,08010
0860011820,1,08,08010
0860011821,1,08,08010
0860011822,1,08,08010
0860011823,1,08,08010
0860011824,1,08,08010
0860011914,1,08,08010
0860011915,1,08,08010
0860011916,1,08,08010
0860011917,1,08,08010
0860011917,2,08,08010
0860011918,1,08,08010
0860028007,1,08,08021
0860028008,1,08,08021
0860028009,1,08,08021
0860028010,1,08,08021
0860028011,1,08,08021
0860028012,1,08,08021
0860028401,1,08,08021
0860028402,1,08,08021
0860028405,1,08,08021
0860028406,1,08,08021
0860028614,1,08,08021
0860028615,1,08,08021
0860028616,1,08,08021
0860028617,1,08,08021
0860028618,1,08,08021
0860028719,1,08,08021
0860028720,1,08,08021
0860028721,1,08,08021
0860028722,1,08,08021
0860028723,1,08,08021
0860028724,1,08,08021
0860035201,1,08,08023
0860035202,1,08,08023
0860035203,1,08,08023
0860035204,1,08,08023
0860035205,1,08,08023
0860035313,1,08,08023
0860035314,1,08,08023
0860035315,1,08,08023
0860035316,1,08,08023
0860035317,1,08,08023
0860035318,1,08,08023
0860035507,1,08,08023
0860035508,1,08,08023
0860035509,1,08,08023
0860035511,1,08,08023
0860035512,1,08,08023
0860035919,1,08,08023
0860035920,1,08,08023
0860035921,1,08,08023
0860035922,1,08,08023
0860035923,1,08,08023
0860035924,1,08,08023
0860041013,1,08,08025
0860041014,1,08,08025
0860041015,1,08,08025
0860041016,1,08,08025
0860041017,1,08,08025
0860041018,1,08,08025
0860041407,1,08,08025
0860041408,1,08,08025
0860041409,1,08,08025
0860041410,1,08,08025
0860041411,1,08,08025
0860041412,1,08,08025
0860041619,1,08,08025
0860041620,1,08,08025
0860041621,1,08,08025
0860041622,1,08,08025
0860041623,1,08,08025
0860041801,1,08,08025
0860041802,1,08,08025
0860041803,1,08,08025
0860041804,1,08,08025
0860041806,1,08,08025
0860048207,1,08,08031
0860048208,1,08,08031
0860048209,1,08,08031
0860048210,1,08,08031
0860048211,1,08,08031
0860048212,1,08,08031
0860048319,1,08,08031
0860048320,1,08,08031
0860048322,1,08,08031
0860048323,1,08,08031
0860048324,1,08,08031
0860048513,1,08,08031
0860048515,1,08,08031
0860048516,1,08,08031
0860048517,1,08,08031
0860048518,1,08,08031
0860048701,1,08,08031
0860048703,1,08,08031
0860048704,1,08,08031
0860048705,1,08,08031
0860048706,1,08,08031
0860059019,1,08,08045
0860059020,1,08,08045
0860059021,1,08,08045
0860059022,1,08,08045
0860059023,1,08,08045
0860059024,1,08,08045
0860059413,1,08,08045
0860059414,1,08,08045
0860059415,1,08,08045
0860059416,1,08,08045
0860059418,1,08,08045
0860059807,1,08,08045
0860059808,1,08,08045
0860059809,1,08,08045
0860059810,1,08,08045
0860059811,1,08,08045
0860059812,1,08,08045
0860059901,1,08,08045
0860059902,1,08,08045
0860059903,1,08,08045
0860059904,1,08,08045
0860071213,1,08,08048
0860071214,1,08,08048
0860071215,1,08,08048
0860071216,1,08,08048
0860071217,1,08,08048
0860071218,1,08,08048
0860071519,1,08,08048
0860071520,1,08,08048
0860071521,1,08,08048
0860071522,1,08,08048
0860071523,1,08,08048
0860071524,1,08,08048
0860071601,1,08,08048
0860071602,1,08,08048
0860071603,1,08,08048
0860071604,1,08,08048
0860071606,1,08,08048
0860071707,1,08,08048
0860071708,1,08,08048
0860071709,1,08,08048
0860071710,1,08,08048
0860071711,1,08,08048
0860074301,1,08,08048
0860074302,1,08,08048
0860074303,1,08,08048
0860074304,1,08,08048
0860074305,1,08,08048
0860074306,1,08,08048
0860074420,1,08,08048
0860074421,1,08,08048
0860074422,1,08,08048
0860074423,1,08,08048
0860074424,1,08,08048
0860074814,1,08,08048
0860074815,1,08,08048
0860074816,1,08,08048
0860074817,1,08,08048
0860074818,1,08,08048
0860074907,1,08,08048
0860074908,1,08,08048
0860074910,1,08,08048
0860074911,1,08,08048
0860074912,1,08,08048
0860078001,1,08,08055
0860078002,1,08,08055
0860078003,1,08,08055
0860078004,1,08,08055
0860078005,1,08,08055
0860078006,1,08,08055
0860078006,2,08,08055
0860078219,1,08,08055
0860078220,1,08,08055
0860078221,1,08,08055
0860078222,1,08,08055
0860078223,1,08,08055
0860078608,1,08,08055
0860078609,1,08,08055
0860078611,1,08,08055
0860078612,1,08,08055
0860078714,1,08,08055
0860078715,1,08,08055
0860078716,1,08,08055
0860078717,1,08,08055
0860078718,1,08,08055
0860079307,1,08,08055
0860079308,1,08,08055
0860079309,1,08,08055
0860079310,1,08,08055
0860079311,1,08,08055
0860079312,1,08,08055
0860079501,1,08,08055
0860079502,1,08,08055
0860079503,1,08,08055
0860079504,1,08,08055
0860079505,1,08,08055
0860079506,1,08,08055
0860079819,1,08,08055
0860079821,1,08,08055
0860079822,1,08,08055
0860079823,1,08,08055
0860079824,1,08,08055
0860079913,1,08,08055
0860079914,1,08,08055
0860079915,1,08,08055
0860079916,1,08,08055
0860079917,1,08,08055
0860079918,1,08,08055
0860087007,1,08,08062
0860087011,1,08,08062
0860087012,1,08,08062
0860087402,1,08,08062
0860087404,1,08,08062
0860087405,1,08,08062
0860087406,1,08,08062
0860087613,1,08,08062
0860087614,1,08,08062
0860087615,1,08,08062
0860087616,1,08,08062
0860087617,1,08,08062
0860087618,1,08,08062
0860087719,1,08,08062
0860087720,1,08,08062
0860087721,1,08,08062
0860087722,1,08,08062
0860087723,1,08,08062
0860087724,1,08,08062
0860111202,1,08,08002
0860111203,1,08,08002
0860111204,1,08,08002
0860111205,1,08,08002
0860111314,1,08,08002
0860111315,1,08,08002
0860111316,1,08,08002
0860111317,1,08,08002
0860111318,1,08,08002
0860111507,1,08,08002
0860111508,1,08,08002
0860111509,1,08,08002
0860111510,1,08,08002
0860111512,1,08,08002
0860111919,1,08,08002
0860111920,1,08,08002
0860111921,1,08,08002
0860111922,1,08,08002
0860111923,1,08,08002
0860111924,1,08,08002
0860112206,1,08,08002
0860112208,1,08,08002
0860112210,1,08,08002
0860112221,1,08,08002
0860112222,1,08,08002
0860112223,1,08,08002
0860112224,1,08,08002
0860112316,1,08,08002
0860112318,1,08,08002
0860112320,1,08,08002
0860112511,1,08,08002
0860112513,1,08,08002
0860112514,1,08,08002
0860112515,1,08,08002
0860112701,1,08,08002
0860112703,1,08,08002
0860112704,1,08,08002
0860124011,1,08,08002
0860124013,1,08,08002
0860124014,1,08,08002
0860124406,1,08,08002
0860124407,1,08,08002
0860124408,1,08,08002
0860124409,1,08,08002
0860124410,1,08,08002
0860124421,1,08,08002
0860124423,1,08,08002
0860124617,1,08,08002
0860124618,1,08,08002
0860124619,1,08,08002
0860124620,1,08,08002
0860124802,1,08,08002
0860124803,1,08,08002
0860124804,1,08,08002
0860124805,1,08,08002
0860152207,1,08,08006
0860152208,1,08,08006
0860152210,1,08,08006
0860152221,1,08,08006
0860152222,1,08,08006
0860152224,1,08,08006
0860152225,1,08,08006
0860152316,1,08,08006
0860152317,1,08,08006
0860152318,1,08,08006
0860152319,1,08,08006
0860152320,1,08,08006
0860152511,1,08,08006
0860152512,1,08,08006
0860152514,1,08,08006
0860152515,1,08,08006
0860152701,1,08,08006
0860152702,1,08,08006
0860152703,1,08,08006
0860152704,1,08,08006
0860152705,1,08,08006
0860154015,1,08,08006
0860154016,1,08,08006
0860154017,1,08,08006
0860154018,1,08,08006
0860154019,1,08,08006
0860154411,1,08,08006
0860154412,1,08,08006
0860154413,1,08,08006
0860154414,1,08,08006
0860154422,1,08,08006
0860154806,1,08,08006
0860154807,1,08,08006
0860154808,1,08,08006
0860154809,1,08,08006
0860154810,1,08,08006
0860154901,1,08,08006
0860154902,1,08,08006
0860154903,1,08,08006
0860154905,1,08,08006
0860157016,1,08,08007
0860157017,1,08,08007
0860157018,1,08,08007
0860157019,1,08,08007
0860157020,1,08,08007
0860157021,1,08,08007
0860157411,1,08,08007
0860157412,1,08,08007
0860157413,1,08,08007
0860157415,1,08,08007
0860157806,1,08,08007
0860157807,1,08,08007
0860157808,1,08,08007
0860157809,1,08,08007
0860157810,1,08,08007
0860157901,1,08,08007
0860157902,1,08,08007
0860157903,1,08,08007
0860157904,1,08,08007
0860171214,1,08,08007
0860171215,1,08,08007
0860171216,1,08,08007
0860171218,1,08,08007
0860171519,1,08,08007
0860171520,1,08,08007
0860171521,1,08,08007
0860171522,1,08,08007
0860171523,1,08,08007
0860171524,1,08,08007
0860171602,1,08,08007
0860171603,1,08,08007
0860171604,1,08,08007
0860171605,1,08,08007
0860171606,1,08,08007
0860171707,1,08,08007
0860171708,1,08,08007
0860171709,1,08,08007
0860171710,1,08,08007
0860171711,1,08,08007
0860182301,1,08,08008
0860182302,1,08,08008
0860182303,1,08,08008
0860182304,1,08,08008
0860182305,1,08,08008
0860182320,1,08,08008
0860182321,1,08,08008
0860182322,1,08,08008
0860182323,1,08,08008
0860182324,1,08,08008
0860182415,1,08,08008
0860182416,1,08,08008
0860182417,1,08,08008
0860182418,1,08,08008
0860182419,1,08,08008
0860182812,1,08,08008
0860182813,1,08,08008
0860182814,1,08,08008
0860182906,1,08,08008
0860182907,1,08,08008
0860182908,1,08,08008
0860182909,1,08,08008
0860182910,1,08,08008
0860187001,1,08,08008
0860187002,1,08,08008
0860187003,1,08,08008
0860187004,1,08,08008
0860187005,1,08,08008
0860187215,1,08,08008
0860187216,1,08,08008
0860187217,1,08,08008
0860187218,1,08,08008
0860187219,1,08,08008
0860187220,1,08,08008
0860187221,1,08,08008
0860187222,1,08,08008
0860187223,1,08,08008
0860187224,1,08,08008
0860187225,1,08,08008
0860187606,1,08,08008
0860187607,1,08,08008
0860187608,1,08,08008
0860187609,1,08,08008
0860187710,1,08,08008
0860187711,1,08,08008
0860187712,1,08,08008
0860191306,1,08,08008
0860191307,1,08,08008
0860191308,1,08,08008
0860191309,1,08,08008
0860191310,1,08,08008
0860191320,1,08,08008
0860191321,1,08,08008
0860191322,1,08,08008
0860191323,1,08,08008
0860191324,1,08,08008
0860191501,1,08,08008
0860191502,1,08,08008
0860191503,1,08,08008
0860191505,1,08,08008
0860191816,1,08,08008
