"folioviv","entidad","gasto_agua_tot","tot_integ"
502485403,"Chiapas",240,3
502485404,"Chiapas",690,6
502485406,"Chiapas",20,4
502526001,"Chiapas",900,4
502526003,"Chiapas",600,2
502526004,"Chiapas",580.64,4
502543002,"Chiapas",210,3
502543003,"Chiapas",240,2
502543004,"Chiapas",900,5
502568602,"Chiapas",270,4
502568603,"Chiapas",252,4
502568605,"Chiapas",450,5
502568606,"Chiapas",150,1
502574901,"Chiapas",360,4
502574903,"Chiapas",660,5
502574904,"Chiapas",240,4
502574905,"Chiapas",450,3
502581801,"Chiapas",240,5
502581802,"Chiapas",360,3
502581803,"Chiapas",150,5
502581804,"Chiapas",210,2
502581805,"Chiapas",544.5,5
502581806,"Chiapas",2100,3
502628802,"Chiapas",195,2
502628803,"Chiapas","NA",4
502628804,"Chiapas",120,5
502628805,"Chiapas",1500,5
502628806,"Chiapas","NA",5
502652701,"Chiapas",225,3
502652703,"Chiapas",690,5
502652704,"Chiapas",255,1
502652705,"Chiapas",210,2
502692202,"Chiapas",300,7
502692203,"Chiapas",240,4
502692204,"Chiapas",360,4
502692205,"Chiapas",180,3
502692205,"Chiapas",180,5
502710401,"Chiapas",198,2
502710402,"Chiapas",195,4
502710403,"Chiapas",900,6
502710404,"Chiapas",225,4
502710406,"Chiapas",900,7
502712001,"Chiapas",450,5
502712002,"Chiapas",195,5
502712003,"Chiapas",900,5
502712004,"Chiapas",189,8
502712005,"Chiapas",290.32,2
502712006,"Chiapas",360,3
502718501,"Chiapas",150,3
502718502,"Chiapas",183,4
502718503,"Chiapas",600,5
502718504,"Chiapas",210,4
502718506,"Chiapas",180,4
502733601,"Chiapas",135,3
502733602,"Chiapas",285,1
502733603,"Chiapas",450,5
502733604,"Chiapas",195,2
502733606,"Chiapas",135,7
502756701,"Chiapas",600,6
502756701,"Chiapas",300,6
502756702,"Chiapas",402,6
502756703,"Chiapas",700,4
502756703,"Chiapas",240,2
502756705,"Chiapas",180,3
502770301,"Chiapas",360,4
502770302,"Chiapas",204,5
502775201,"Chiapas",900,6
502775203,"Chiapas",330,5
502775204,"Chiapas",210,2
502775205,"Chiapas",132,2
502775206,"Chiapas",342,4
502778501,"Chiapas",180,4
502778502,"Chiapas",390,4
502778503,"Chiapas",150,3
502778504,"Chiapas","NA",7
502778505,"Chiapas",20,5
502778506,"Chiapas",1500,9
502802301,"Chiapas",510,1
502802302,"Chiapas",285,5
502802303,"Chiapas",210,4
502802304,"Chiapas",180,1
502802305,"Chiapas",540,4
502802306,"Chiapas",252,4
502812901,"Chiapas",3000,9
502812904,"Chiapas",210,5
502812905,"Chiapas",1290,9
502814901,"Chiapas",600,5
502814903,"Chiapas",192,3
502814904,"Chiapas",255,4
502814905,"Chiapas",600,5
502814906,"Chiapas",360,5
502816801,"Chiapas",1500,4
502816802,"Chiapas",210,3
502816804,"Chiapas","NA",3
502816805,"Chiapas",180,3
502827402,"Chiapas",450,3
502827403,"Chiapas",450,5
502827404,"Chiapas",600,5
502827405,"Chiapas",300,4
502827406,"Chiapas",210,5
502838801,"Chiapas",180,4
502838802,"Chiapas",180,1
502838803,"Chiapas",540,7
502838804,"Chiapas",180,4
502838806,"Chiapas",210,7
502839604,"Chiapas",690,4
502839605,"Chiapas",360,4
502844001,"Chiapas",276,5
502844002,"Chiapas",2100,3
502844005,"Chiapas",900,3
502844006,"Chiapas",270,2
502855601,"Chiapas",750,5
502855602,"Chiapas",720,3
502855603,"Chiapas",294,4
502855604,"Chiapas",510,2
502855605,"Chiapas",540,3
502855606,"Chiapas",1779,6
502870701,"Chiapas",210,2
502870703,"Chiapas",1110,2
502870705,"Chiapas",330,6
502879501,"Chiapas",232.5,3
502879503,"Chiapas",1050,6
502879504,"Chiapas",1200,4
502879505,"Chiapas",405,4
502879506,"Chiapas",720,6
502884301,"Chiapas",285,5
502884302,"Chiapas",210,1
502884303,"Chiapas",300,3
502884304,"Chiapas",900,3
502884305,"Chiapas",294,1
502890401,"Chiapas",810,4
502890403,"Chiapas",750,4
502890404,"Chiapas",750,4
502890405,"Chiapas",360,5
502890406,"Chiapas",774,8
502903901,"Chiapas",900,4
502903902,"Chiapas",225,5
502903903,"Chiapas",300,3
502903904,"Chiapas",180,5
502903905,"Chiapas",390,6
502903906,"Chiapas",255,3
502905001,"Chiapas",225,3
502905002,"Chiapas",240,2
502905003,"Chiapas",240,3
502905004,"Chiapas",210,3
502905005,"Chiapas",525,9
502905006,"Chiapas",321,5
502907601,"Chiapas",600,6
502907602,"Chiapas",510,5
502907603,"Chiapas",315,3
502907606,"Chiapas",450,2
502914701,"Chiapas",750,4
502914703,"Chiapas",240,5
502914704,"Chiapas",210,3
502914705,"Chiapas",210,4
502914706,"Chiapas",1089,3
502944201,"Chiapas",192,4
502944203,"Chiapas",135,4
502944204,"Chiapas",210,4
502944205,"Chiapas",600,5
502944206,"Chiapas",207,7
502955701,"Chiapas","NA",5
502955703,"Chiapas",210,1
502955706,"Chiapas",600,2
503010501,"Chiapas",240,5
503010503,"Chiapas",360,4
503010504,"Chiapas",1200,8
503010505,"Chiapas",267,4
503017201,"Chiapas",900,3
503017202,"Chiapas",207,4
503017203,"Chiapas",225,2
503017205,"Chiapas",240,3
503017206,"Chiapas",450,4
503030301,"Chiapas",513,6
503030306,"Chiapas",290.32,5
503031802,"Chiapas",372,6
503031805,"Chiapas",450,5
503031806,"Chiapas",225,4
503044401,"Chiapas",258,2
503044402,"Chiapas",330,5
503044404,"Chiapas",1050,5
503046002,"Chiapas",180,4
503046003,"Chiapas",480,3
503046005,"Chiapas",783,4
503046006,"Chiapas",100,7
503052501,"Chiapas",240,3
503052502,"Chiapas",825,3
503052503,"Chiapas",300,3
503052504,"Chiapas",453,4
503052505,"Chiapas",240,3
503068901,"Chiapas",118.5,5
503068902,"Chiapas",240,2
503068903,"Chiapas",300,7
503068905,"Chiapas",960,9
503068906,"Chiapas",210,3
503077601,"Chiapas",225,3
503077602,"Chiapas",600,3
503077604,"Chiapas",180,5
503077605,"Chiapas",300,5
503086803,"Chiapas",249,1
503086804,"Chiapas",300,4
503086806,"Chiapas",810,5
503100701,"Chiapas",240,2
503100703,"Chiapas",510,4
503105304,"Chiapas",1416,5
503105306,"Chiapas",222,1
503117901,"Chiapas",540,5
503117902,"Chiapas",270,4
503117904,"Chiapas",2580,7
503119401,"Chiapas",300,4
503119402,"Chiapas",270,1
503119404,"Chiapas",240,4
503119405,"Chiapas",1110,3
503119406,"Chiapas",450,6
503159201,"Chiapas",195,3
503159202,"Chiapas",99,5
503159203,"Chiapas",240,5
503159204,"Chiapas",18,1
503159206,"Chiapas",225,4
503164501,"Chiapas",240,3
503164503,"Chiapas",426,2
503164504,"Chiapas",300,4
503164505,"Chiapas",450,4
503170001,"Chiapas",360,4
503170002,"Chiapas",180,4
503170003,"Chiapas",690,5
503170004,"Chiapas",210,4
503170005,"Chiapas",540,4
503170006,"Chiapas",210,6
503207602,"Chiapas",57.5,6
503207604,"Chiapas",150,6
503207605,"Chiapas",345,5
503207606,"Chiapas",585,5
503216801,"Chiapas",600,3
503216802,"Chiapas",210,2
503216804,"Chiapas",360,4
503216805,"Chiapas",225,1
503216806,"Chiapas",225,2
503225401,"Chiapas",660,7
503225402,"Chiapas",270,5
503225403,"Chiapas",217.74,1
503225404,"Chiapas",300,4
503228001,"Chiapas",330,4
503228002,"Chiapas",450,4
503228003,"Chiapas",2100,3
503228004,"Chiapas",1170,5
503228005,"Chiapas",1800,8
503252301,"Chiapas",438,5
503252302,"Chiapas",22.5,5
503252303,"Chiapas",228,5
503252304,"Chiapas",540,5
503252305,"Chiapas",270,5
503252306,"Chiapas",210,6
503272702,"Chiapas",510,6
503272703,"Chiapas",360,4
503272704,"Chiapas",480,5
503272705,"Chiapas",690,6
503300601,"Chiapas",210,2
503300602,"Chiapas",264,4
503300603,"Chiapas",240,2
503300604,"Chiapas",450,2
503300605,"Chiapas",210,1
503300606,"Chiapas","NA",6
503323201,"Chiapas",540,3
503323202,"Chiapas",210,2
503323203,"Chiapas",240,2
503323204,"Chiapas",225,4
503323205,"Chiapas",639,4
503323206,"Chiapas",210,2
503330501,"Chiapas",225,4
503330503,"Chiapas",231,4
503330504,"Chiapas",258,4
503333901,"Chiapas",450,9
503333904,"Chiapas",225,2
503333905,"Chiapas",267,2
503333906,"Chiapas",210,1
503352301,"Chiapas",390,1
503352302,"Chiapas",930,3
503352303,"Chiapas",240,4
503352305,"Chiapas",420,5
503352306,"Chiapas",450,4
503354902,"Chiapas",150,3
503354903,"Chiapas",300,3
503354904,"Chiapas",222,6
503354905,"Chiapas",420,4
503354906,"Chiapas",225,3
503356701,"Chiapas",210,1
503356702,"Chiapas",411,4
503356704,"Chiapas",225,4
503356705,"Chiapas",240,2
503374801,"Chiapas",690,5
503374802,"Chiapas",255,2
503374803,"Chiapas",771,3
503374804,"Chiapas",180,5
503374805,"Chiapas",420,4
503395201,"Chiapas",900,6
503395202,"Chiapas",1170,4
503395203,"Chiapas",660,4
503395204,"Chiapas",240,4
503395205,"Chiapas",750,3
503413801,"Chiapas",450,4
503413805,"Chiapas",186,3
503413806,"Chiapas",240,2
503414501,"Chiapas","NA",1
503414503,"Chiapas",360,3
503414504,"Chiapas",600,1
503420401,"Chiapas",249,4
503420402,"Chiapas",228,5
503420403,"Chiapas",450,5
503420404,"Chiapas",210,3
503420405,"Chiapas",294,6
503420406,"Chiapas",510,3
503424001,"Chiapas",225,4
503424002,"Chiapas",1200,7
503424003,"Chiapas",240,2
503424006,"Chiapas",210,3
503476601,"Chiapas",300,4
503476603,"Chiapas",240,5
503476604,"Chiapas",180,3
503476605,"Chiapas",210,3
503476606,"Chiapas",240,5
503478701,"Chiapas",450,4
503478704,"Chiapas",228,3
503478706,"Chiapas",360,5
503505702,"Chiapas",600,3
503505703,"Chiapas",450,1
503505705,"Chiapas",450,2
503505706,"Chiapas",1500,6
503514601,"Chiapas",795,2
503514602,"Chiapas",960,3
503514603,"Chiapas",600,7
503514604,"Chiapas",420,1
503514605,"Chiapas","NA",3
503514606,"Chiapas",420,2
503518402,"Chiapas",360,3
503518403,"Chiapas",600,3
503518404,"Chiapas",360,3
503519002,"Chiapas",810,4
503519003,"Chiapas",540,2
503519004,"Chiapas",372,1
503519005,"Chiapas",420,1
503524701,"Chiapas",780,3
503524702,"Chiapas",900,3
503524703,"Chiapas",540,1
503524704,"Chiapas",810,6
503524705,"Chiapas",780,2
503526601,"Chiapas","NA",5
503526602,"Chiapas",360,3
503526603,"Chiapas",1362,6
503526604,"Chiapas",423,1
503526605,"Chiapas",438,1
503526606,"Chiapas",480,3
503543201,"Chiapas",645,9
503543202,"Chiapas",240,5
503543203,"Chiapas",351,4
503543204,"Chiapas",600,6
503543205,"Chiapas",240,5
503543206,"Chiapas",120,2
503543206,"Chiapas",420,4
503543206,"Chiapas",120,3
503554701,"Chiapas",255,3
503554702,"Chiapas",405,2
503554703,"Chiapas",411,4
503554704,"Chiapas",540,2
503554705,"Chiapas",450,2
503555201,"Chiapas",429,2
503555202,"Chiapas",1080,4
503555203,"Chiapas",420,3
503555204,"Chiapas",232.25,1
503566501,"Chiapas",1350,6
503566502,"Chiapas",375,3
503566503,"Chiapas",420,2
503566504,"Chiapas",450,1
503566505,"Chiapas",322.5,3
503566506,"Chiapas",558,4
503583305,"Chiapas","NA",3
503583306,"Chiapas",450,1
503586901,"Chiapas",690,7
503586902,"Chiapas",450,6
503586903,"Chiapas",450,2
503586904,"Chiapas",450,1
503586905,"Chiapas",840,3
503595801,"Chiapas",315,2
503595805,"Chiapas",201,3
503595806,"Chiapas",450,2
503604201,"Chiapas",450,2
503604203,"Chiapas",1140,3
503609501,"Chiapas",1800,5
503609502,"Chiapas",600,2
503609503,"Chiapas",360,2
503633303,"Chiapas",1200,4
503633305,"Chiapas",420,2
503641901,"Chiapas",1050,4
503641902,"Chiapas",1200,4
503641903,"Chiapas",420,1
503641905,"Chiapas",450,3
503673403,"Chiapas",600,3
503673404,"Chiapas",540,2
503673405,"Chiapas",225,3
503674801,"Chiapas",540,4
503674803,"Chiapas",450,7
503674806,"Chiapas",450,4
503679502,"Chiapas",249,2
503679503,"Chiapas",480,2
503679505,"Chiapas",900,4
503679506,"Chiapas",1200,5
503682001,"Chiapas",360,3
503682002,"Chiapas",390,3
503682003,"Chiapas",390,3
503682005,"Chiapas",390,4
503682006,"Chiapas",390,3
503689601,"Chiapas",402,1
503689603,"Chiapas",567,3
503689604,"Chiapas",303,2
503689606,"Chiapas",534,4
503697701,"Chiapas",420,3
503697703,"Chiapas",375,1
503697704,"Chiapas",540,2
503697705,"Chiapas",360,1
503697706,"Chiapas",450,2
503708203,"Chiapas",420,2
503708204,"Chiapas",540,4
503708205,"Chiapas",600,5
503708206,"Chiapas",834,2
503711501,"Chiapas",444,5
503711504,"Chiapas",540,3
503738301,"Chiapas",1020,2
503738303,"Chiapas",222,2
503738304,"Chiapas",534,1
503738305,"Chiapas",960,2
503738306,"Chiapas",621,2
503740901,"Chiapas",360,2
503740902,"Chiapas",450,2
503740903,"Chiapas",390,6
503740904,"Chiapas",420,4
503740905,"Chiapas",450,2
503740906,"Chiapas",630,3
503745802,"Chiapas",600,2
503745804,"Chiapas",420,4
503745805,"Chiapas",360,3
503745806,"Chiapas",435,3
503760403,"Chiapas",3600,3
503760404,"Chiapas",750,2
503760405,"Chiapas",900,2
503777402,"Chiapas",420,1
503777403,"Chiapas",750,4
503777405,"Chiapas",450,3
503777406,"Chiapas",900,2
503782001,"Chiapas",450,3
503782002,"Chiapas",420,2
503782003,"Chiapas",600,3
503786601,"Chiapas",390,2
503786604,"Chiapas",840,3
503786605,"Chiapas",1050,4
503786606,"Chiapas",1200,4
503791301,"Chiapas",420,2
503791303,"Chiapas",1140,2
503791304,"Chiapas",441,4
503791305,"Chiapas",540,2
503832901,"Chiapas",540,3
503832903,"Chiapas",450,5
503832904,"Chiapas",300,5
503832905,"Chiapas",240,2
503832906,"Chiapas",660,7
503863801,"Chiapas",210,2
503863802,"Chiapas",600,4
503863803,"Chiapas",210,4
503863805,"Chiapas",426,1
503893702,"Chiapas",444,1
503893703,"Chiapas",951,4
503893705,"Chiapas",600,2
503900401,"Chiapas",423,2
503900404,"Chiapas",435,2
503900405,"Chiapas",294,4
503905001,"Chiapas",540,2
503905002,"Chiapas","NA",2
503905003,"Chiapas",450,1
503905005,"Chiapas",450,2
503905006,"Chiapas",480,6
503907601,"Chiapas",600,6
503907602,"Chiapas",450,4
503907603,"Chiapas",420,4
503907604,"Chiapas",900,4
503907605,"Chiapas",375,6
503907606,"Chiapas",420,2
503910701,"Chiapas",390,4
503910702,"Chiapas",450,2
503910704,"Chiapas",360,2
503910705,"Chiapas",450,3
503910706,"Chiapas",510,5
503916201,"Chiapas",1035,1
503916202,"Chiapas",1950,3
503916204,"Chiapas",450,2
503916205,"Chiapas",420,1
503940001,"Chiapas",933,3
503940002,"Chiapas",420,2
503940003,"Chiapas",420,5
503940004,"Chiapas",390,3
503940005,"Chiapas",444,2
503940006,"Chiapas","NA",7
503991201,"Chiapas",435,3
503991204,"Chiapas",420,5
503991206,"Chiapas",450,2
504012601,"Chiapas",423,3
504012602,"Chiapas",480,1
504012603,"Chiapas",360,3
504012604,"Chiapas",480,2
504012605,"Chiapas",225,4
504012606,"Chiapas",780,6
504033703,"Chiapas",2640,6
504033706,"Chiapas",438,5
504034202,"Chiapas",609,4
504034203,"Chiapas",600,3
504034204,"Chiapas",420,1
504034205,"Chiapas",468,2
504034206,"Chiapas",402,2
504054501,"Chiapas",432,6
504054503,"Chiapas",522.58,5
504054505,"Chiapas",435.48,5
504054506,"Chiapas",508.06,2
504084501,"Chiapas",360,3
504084503,"Chiapas",450,5
504084506,"Chiapas",420,1
504100301,"Chiapas",240,4
504100302,"Chiapas",435,4
504100303,"Chiapas",480,2
504100305,"Chiapas","NA",6
504100306,"Chiapas",420,1
504110301,"Chiapas",450,4
504110302,"Chiapas",441,3
504110304,"Chiapas",447,2
504110306,"Chiapas",45,2
504117502,"Chiapas",360,3
504117504,"Chiapas",450,2
504117506,"Chiapas",345,3
504121902,"Chiapas",420,2
504121903,"Chiapas",450,3
504121904,"Chiapas",390,4
504121905,"Chiapas",450,3
504121906,"Chiapas",420,2
504123901,"Chiapas","NA",4
504123902,"Chiapas",420,2
504123903,"Chiapas",570,1
504123904,"Chiapas",420,6
504123905,"Chiapas",5400,7
504123906,"Chiapas",450,1
504125803,"Chiapas",450,3
504125804,"Chiapas",500,3
504125805,"Chiapas",420,1
504125806,"Chiapas",390,2
504138802,"Chiapas","NA",5
504138803,"Chiapas",420,4
504138805,"Chiapas",870,1
504138806,"Chiapas",420,1
504163301,"Chiapas",480,5
504163302,"Chiapas",1260,2
504163304,"Chiapas",600,2
504166401,"Chiapas",300,6
504166402,"Chiapas",435,3
504166403,"Chiapas","NA",9
504166405,"Chiapas","NA",1
504166406,"Chiapas","NA",6
504182001,"Chiapas",450,3
504182003,"Chiapas",450,4
504182006,"Chiapas",441,3
504187401,"Chiapas",450,5
504187402,"Chiapas",750,3
504187403,"Chiapas",480,4
504187404,"Chiapas",450,2
504187405,"Chiapas",600,8
504187406,"Chiapas",315,1
504197601,"Chiapas",1080,2
504197603,"Chiapas",429,1
504197604,"Chiapas",540,2
504197605,"Chiapas",510,5
504197606,"Chiapas",600,4
504198701,"Chiapas",423,2
504198702,"Chiapas","NA",6
504198703,"Chiapas",300,3
504198705,"Chiapas",300,1
504198706,"Chiapas",900,5
504204201,"Chiapas",435,4
504204202,"Chiapas",420,4
504204203,"Chiapas",432,5
504204204,"Chiapas",375,5
504204205,"Chiapas","NA",5
504204206,"Chiapas","NA",8
504217001,"Chiapas",600,3
504217002,"Chiapas",750,3
504217003,"Chiapas",450,1
504217004,"Chiapas",900,3
504217005,"Chiapas",390,7
504217006,"Chiapas",420,5
504234501,"Chiapas",270,5
504234502,"Chiapas",282,2
504234503,"Chiapas",420,4
504234504,"Chiapas",300,2
504234505,"Chiapas",240,1
504234506,"Chiapas","NA",5
504235301,"Chiapas",390,3
504235303,"Chiapas",270,4
504235304,"Chiapas","NA",4
504235305,"Chiapas",990,4
504254602,"Chiapas",600,6
504254603,"Chiapas",600,6
504254604,"Chiapas",900,3
504254605,"Chiapas",420,4
504279901,"Chiapas",225,3
504279902,"Chiapas","NA",5
504279906,"Chiapas",330,3
504293901,"Chiapas",570,3
504293902,"Chiapas",435.48,1
504293904,"Chiapas",450,4
504293905,"Chiapas",447,1
504293906,"Chiapas",1095,5
504298703,"Chiapas",435,3
504298704,"Chiapas",450,2
504298705,"Chiapas",390,3
504306202,"Chiapas",429,1
504306203,"Chiapas",240,1
504306205,"Chiapas",480,7
504306206,"Chiapas",300,2
504350801,"Chiapas",360,3
504350802,"Chiapas",1050,2
504350803,"Chiapas",336,2
504350804,"Chiapas","NA",5
504350805,"Chiapas",384,5
504382803,"Chiapas",1800,3
504382805,"Chiapas",900,1
504405501,"Chiapas",360,4
504405502,"Chiapas",600,3
504405503,"Chiapas","NA",5
504405504,"Chiapas","NA",4
504405506,"Chiapas",240,3
504414401,"Chiapas","NA",4
504414402,"Chiapas",330,1
504414403,"Chiapas",390,4
504414404,"Chiapas",450,7
504414405,"Chiapas",300,4
504414406,"Chiapas",450,2
504426302,"Chiapas",450,4
504426303,"Chiapas",540,4
504426305,"Chiapas",405,3
504426306,"Chiapas",600,2
504431901,"Chiapas",5100,3
504431902,"Chiapas",1095,2
504431903,"Chiapas",990,6
504431904,"Chiapas",900,3
504431905,"Chiapas",450,4
504439001,"Chiapas",420,2
504439002,"Chiapas",441,3
504439003,"Chiapas",270,2
504439004,"Chiapas",2250,2
504439005,"Chiapas","NA",1
504439006,"Chiapas","NA",4
504458801,"Chiapas",450,4
504458802,"Chiapas",435,4
504458803,"Chiapas",300,3
504458804,"Chiapas",525,9
504458805,"Chiapas",1080,4
504468401,"Chiapas",2400,2
504468402,"Chiapas",600,2
504468403,"Chiapas",450,3
504468404,"Chiapas",1200,1
504468405,"Chiapas",480,2
504468406,"Chiapas",750,5
504530001,"Chiapas",510,6
504530002,"Chiapas",150,1
504530003,"Chiapas",75,2
504530004,"Chiapas",150,6
504530006,"Chiapas",600,2
504545603,"Chiapas",780,5
504545604,"Chiapas",450,10
504545605,"Chiapas",420,2
504548701,"Chiapas",1050,8
504548702,"Chiapas",1500,6
504548703,"Chiapas",447,1
504548704,"Chiapas","NA",5
504548705,"Chiapas","NA",4
504549602,"Chiapas",750,4
504549603,"Chiapas",360,5
504549604,"Chiapas",450,4
504549606,"Chiapas",450,2
504552403,"Chiapas",600,3
504552406,"Chiapas",960,2
504559701,"Chiapas",870,5
504559702,"Chiapas",420,2
504559703,"Chiapas",450,4
504559705,"Chiapas",390,1
504559706,"Chiapas",720,3
504566202,"Chiapas",540,3
504566202,"Chiapas","NA",6
504566203,"Chiapas","NA",4
504566204,"Chiapas",750,6
504566205,"Chiapas","NA",2
504566206,"Chiapas",435,4
504601501,"Chiapas",330,2
504601502,"Chiapas",450,5
504601503,"Chiapas",240,3
504601504,"Chiapas",525,6
504601505,"Chiapas",270,8
504601506,"Chiapas",270,4
504637301,"Chiapas",255,4
504637302,"Chiapas",600,6
504637304,"Chiapas",465,2
504637305,"Chiapas","NA",8
504637306,"Chiapas",420,5
504644901,"Chiapas","NA",10
504644902,"Chiapas","NA",1
504644903,"Chiapas",480,2
504644904,"Chiapas",660,1
504644905,"Chiapas",450,4
504657201,"Chiapas",435,4
504657202,"Chiapas",600,4
504657203,"Chiapas",600,5
504657204,"Chiapas",420,5
504679501,"Chiapas",420,2
504679503,"Chiapas",240,4
504679504,"Chiapas",390,1
504679506,"Chiapas",423,2
504681801,"Chiapas","NA",5
504681802,"Chiapas",390,2
504681803,"Chiapas","NA",5
504681804,"Chiapas","NA",3
504681805,"Chiapas","NA",4
504681806,"Chiapas",510,3
504713002,"Chiapas",420,4
504713004,"Chiapas",540,2
504713005,"Chiapas",360,4
504713006,"Chiapas",408,4
504718401,"Chiapas","NA",4
504718402,"Chiapas","NA",3
504718403,"Chiapas",540,5
504718404,"Chiapas",360,4
504718405,"Chiapas","NA",3
504718406,"Chiapas",615,4
504723305,"Chiapas",585,5
504723306,"Chiapas","NA",4
504730001,"Chiapas",525,5
504730002,"Chiapas",540,3
504730003,"Chiapas",600,2
504730004,"Chiapas","NA",3
504730005,"Chiapas",360,1
504733601,"Chiapas",270,4
504733603,"Chiapas",300,2
504733604,"Chiapas",1299,2
504733605,"Chiapas",270,1
504733606,"Chiapas","NA",6
504735701,"Chiapas","NA",1
504735704,"Chiapas",600,4
504735705,"Chiapas",180,1
504735706,"Chiapas","NA",3
504778901,"Chiapas",420,2
504778902,"Chiapas",429,1
504778903,"Chiapas",390,4
504778904,"Chiapas",510,5
504781801,"Chiapas",540,5
504781802,"Chiapas",540,3
504781803,"Chiapas",483,3
504781804,"Chiapas","NA",2
504781805,"Chiapas",810,2
504781806,"Chiapas",420,4
504788401,"Chiapas",420,2
504788403,"Chiapas",795,4
504788404,"Chiapas","NA",2
504788406,"Chiapas",900,2
504793201,"Chiapas",663,4
504793202,"Chiapas",600,5
504793203,"Chiapas",1050,3
504793205,"Chiapas",300,2
504793206,"Chiapas",690,2
504804501,"Chiapas",366,6
504804502,"Chiapas","NA",3
504804503,"Chiapas","NA",2
504804504,"Chiapas","NA",5
504804505,"Chiapas","NA",5
504804506,"Chiapas","NA",2
504806001,"Chiapas",420,2
504806004,"Chiapas",426,2
504816601,"Chiapas",672,3
504816602,"Chiapas",240,2
504816603,"Chiapas",750,4
504816604,"Chiapas",300,3
504816605,"Chiapas",615,6
504816606,"Chiapas",1500,4
504821705,"Chiapas",1800,5
504851201,"Chiapas",5400,4
504851202,"Chiapas",405,4
504851204,"Chiapas","NA",4
504851206,"Chiapas","NA",5
504860602,"Chiapas",381,3
504860604,"Chiapas",630,4
504860605,"Chiapas","NA",5
504876503,"Chiapas",450,1
504876505,"Chiapas",450,1
504876506,"Chiapas",450,4
504886701,"Chiapas",699,7
504886702,"Chiapas",435,4
504886703,"Chiapas",795,2
504886704,"Chiapas",750,5
504886705,"Chiapas",1440,4
504886706,"Chiapas",750,4
504891201,"Chiapas",420,1
504891202,"Chiapas",540,4
504891203,"Chiapas",423,6
504891204,"Chiapas",450,1
504891205,"Chiapas",540,4
504891206,"Chiapas",900,4
504895502,"Chiapas",600,5
504895503,"Chiapas",840,3
504895504,"Chiapas",480,3
504905301,"Chiapas",450,3
504905302,"Chiapas","NA",5
504905303,"Chiapas","NA",6
504905305,"Chiapas","NA",5
504905306,"Chiapas","NA",5
504939301,"Chiapas",690,5
504939302,"Chiapas",540,2
504939303,"Chiapas","NA",7
504939304,"Chiapas",324,2
504939305,"Chiapas",270,4
504939306,"Chiapas","NA",5
504944901,"Chiapas",600,3
504944902,"Chiapas",300,4
504944903,"Chiapas",1050,4
504944904,"Chiapas","NA",5
504944905,"Chiapas",600,6
504944906,"Chiapas",1800,5
504952301,"Chiapas","NA",3
504952302,"Chiapas",450,2
504952303,"Chiapas",450,4
504952304,"Chiapas",540,5
504952306,"Chiapas",450,4
504964901,"Chiapas",360,3
504964902,"Chiapas",447,5
504964904,"Chiapas",55,6
504964905,"Chiapas",540,3
504964906,"Chiapas",330,5
504984801,"Chiapas",510,3
504984803,"Chiapas",450,5
504984804,"Chiapas",900,3
504984805,"Chiapas",480,4
504984806,"Chiapas",720,6
505000401,"Chiapas",420,1
505000402,"Chiapas",360,4
505000403,"Chiapas",342,4
505000404,"Chiapas",450,2
505000406,"Chiapas",900,2
505011001,"Chiapas",426,2
505011003,"Chiapas",450,4
505011005,"Chiapas",630,4
505011006,"Chiapas",600,3
505036801,"Chiapas","NA",4
505036802,"Chiapas","NA",3
505036803,"Chiapas","NA",3
505036804,"Chiapas","NA",7
505036805,"Chiapas","NA",4
505036806,"Chiapas","NA",1
505077203,"Chiapas",750,3
505088902,"Chiapas","NA",3
505088903,"Chiapas",450,5
505088904,"Chiapas",900,3
505088906,"Chiapas","NA",2
505091501,"Chiapas","NA",5
505091503,"Chiapas",1200,3
505091504,"Chiapas","NA",4
505091505,"Chiapas",450,4
505091506,"Chiapas",1500,4
505092302,"Chiapas","NA",4
505092304,"Chiapas",600,4
505092305,"Chiapas",453,3
505092306,"Chiapas",750,4
505128405,"Chiapas",540,2
505128406,"Chiapas",330,2
505156002,"Chiapas","NA",2
505156003,"Chiapas","NA",1
505156004,"Chiapas","NA",1
505156006,"Chiapas",420,1
505170601,"Chiapas",195,5
505170603,"Chiapas",360,2
505170604,"Chiapas","NA",6
505170605,"Chiapas",780,6
505170606,"Chiapas",450,2
505173701,"Chiapas",420,2
505173702,"Chiapas","NA",4
505173703,"Chiapas",720,3
505173705,"Chiapas","NA",4
505173706,"Chiapas","NA",4
505174801,"Chiapas",300,4
505174802,"Chiapas",600,5
505174803,"Chiapas","NA",2
505174805,"Chiapas",420,2
505174806,"Chiapas","NA",4
505222401,"Chiapas","NA",2
505222403,"Chiapas",390,1
505222404,"Chiapas",300,2
505222405,"Chiapas",450,3
505222406,"Chiapas","NA",4
505224201,"Chiapas",55.71,1
505224203,"Chiapas","NA",4
505224204,"Chiapas",852,4
505224205,"Chiapas","NA",1
505224206,"Chiapas","NA",7
505227501,"Chiapas",240,4
505227502,"Chiapas",180,5
505227503,"Chiapas",12.5,1
505227505,"Chiapas",120,6
505227506,"Chiapas",150,5
505273301,"Chiapas","NA",4
505273303,"Chiapas",681,2
505273304,"Chiapas","NA",1
505308901,"Chiapas","NA",4
505308902,"Chiapas",312,5
505308903,"Chiapas","NA",5
505308904,"Chiapas",933,3
505308905,"Chiapas","NA",4
505332214,"Chiapas",270,3
505332216,"Chiapas","NA",1
