"folioviv","entidad","gasto_agua_tot","tot_integ"
3061212916,"Veracruz","NA",3
3061212917,"Veracruz","NA",3
3061212918,"Veracruz","NA",2
3061212919,"Veracruz","NA",6
3061212920,"Veracruz","NA",4
3061218007,"Veracruz",300,5
3061218008,"Veracruz",150,2
3061218009,"Veracruz",600,4
3061218010,"Veracruz",180,4
3061218011,"Veracruz",90,3
3061218012,"Veracruz",112.5,3
3061218401,"Veracruz",177,4
3061218402,"Veracruz",174,2
3061218403,"Veracruz",171,4
3061218404,"Veracruz",90,2
3061218405,"Veracruz",177,3
3061218406,"Veracruz",174,3
3061218613,"Veracruz",125,5
3061218615,"Veracruz",162,1
3061218616,"Veracruz",300,3
3061218617,"Veracruz",165,4
3061218719,"Veracruz",174,4
3061218720,"Veracruz",150,5
3061218721,"Veracruz",174,6
3061218722,"Veracruz",164,4
3061218723,"Veracruz",174,3
3061218724,"Veracruz",135,6
3061230011,"Veracruz","NA",4
3061230012,"Veracruz","NA",3
3061230013,"Veracruz","NA",6
3061230014,"Veracruz","NA",4
3061230015,"Veracruz","NA",4
3061230406,"Veracruz","NA",5
3061230407,"Veracruz","NA",2
3061230408,"Veracruz","NA",5
3061230409,"Veracruz","NA",4
3061230410,"Veracruz","NA",1
3061230422,"Veracruz","NA",1
3061230423,"Veracruz","NA",5
3061230424,"Veracruz","NA",4
3061230425,"Veracruz","NA",2
3061230426,"Veracruz","NA",1
3061230616,"Veracruz","NA",4
3061230617,"Veracruz","NA",5
3061230619,"Veracruz","NA",2
3061230620,"Veracruz","NA",3
3061230801,"Veracruz",75,4
3061230802,"Veracruz","NA",4
3061230803,"Veracruz","NA",3
3061230804,"Veracruz","NA",5
3061230805,"Veracruz","NA",4
3061310201,"Veracruz",180,2
3061310202,"Veracruz",180,2
3061310203,"Veracruz",180,3
3061310204,"Veracruz",180,4
3061310205,"Veracruz",180,3
3061310221,"Veracruz",150,4
3061310223,"Veracruz",150,1
3061310224,"Veracruz",150,3
3061310225,"Veracruz",450,6
3061310311,"Veracruz",150,4
3061310312,"Veracruz",120,3
3061310313,"Veracruz",150,1
3061310314,"Veracruz",150,3
3061310315,"Veracruz",150,4
3061310506,"Veracruz",180,5
3061310507,"Veracruz",180,4
3061310508,"Veracruz",180,4
3061310509,"Veracruz",180,6
3061310916,"Veracruz",150,5
3061310917,"Veracruz",150,2
3061310917,"Veracruz",150,2
3061310917,"Veracruz",150,2
3061310918,"Veracruz",150,1
3061310919,"Veracruz",1650,2
3061310920,"Veracruz",450,5
3061479206,"Veracruz","NA",3
3061479206,"Veracruz","NA",4
3061479207,"Veracruz","NA",2
3061479208,"Veracruz","NA",8
3061479209,"Veracruz","NA",4
3061479210,"Veracruz","NA",4
3061479221,"Veracruz",145.16,5
3061479222,"Veracruz",145.16,2
3061479223,"Veracruz",232.25,3
3061479224,"Veracruz",203.22,2
3061479316,"Veracruz","NA",2
3061479317,"Veracruz","NA",5
3061479318,"Veracruz","NA",1
3061479319,"Veracruz","NA",4
3061479320,"Veracruz","NA",4
3061479511,"Veracruz","NA",4
3061479512,"Veracruz","NA",4
3061479513,"Veracruz","NA",6
3061479514,"Veracruz","NA",5
3061479515,"Veracruz","NA",6
3061479701,"Veracruz","NA",5
3061479702,"Veracruz","NA",5
3061479703,"Veracruz","NA",3
3061479704,"Veracruz","NA",2
3061479705,"Veracruz","NA",1
3061498016,"Veracruz",100,9
3061498017,"Veracruz",62.5,4
3061498018,"Veracruz",62.5,4
3061498019,"Veracruz","NA",6
3061498411,"Veracruz",25,3
3061498412,"Veracruz",87.09,1
3061498414,"Veracruz",116.12,3
3061498415,"Veracruz",70,4
3061498805,"Veracruz","NA",3
3061498806,"Veracruz",75,2
3061498807,"Veracruz","NA",4
3061498808,"Veracruz","NA",4
3061498809,"Veracruz",15,7
3061498810,"Veracruz",46,4
3061498901,"Veracruz","NA",2
3061498902,"Veracruz","NA",8
3061498903,"Veracruz",72,4
3061498904,"Veracruz","NA",5
3061586211,"Veracruz","NA",2
3061586212,"Veracruz","NA",2
3061586213,"Veracruz","NA",4
3061586221,"Veracruz","NA",7
3061586222,"Veracruz","NA",3
3061586223,"Veracruz","NA",4
3061586225,"Veracruz","NA",6
3061586517,"Veracruz","NA",3
3061586518,"Veracruz","NA",2
3061586519,"Veracruz","NA",2
3061586520,"Veracruz","NA",2
3061586520,"Veracruz","NA",3
3061586601,"Veracruz","NA",2
3061586602,"Veracruz","NA",5
3061586603,"Veracruz","NA",5
3061586604,"Veracruz","NA",3
3061586605,"Veracruz","NA",3
3061586706,"Veracruz","NA",3
3061586707,"Veracruz","NA",2
3061586708,"Veracruz","NA",2
3061586709,"Veracruz","NA",6
3061586710,"Veracruz","NA",2
3061659301,"Veracruz",75,2
3061659302,"Veracruz","NA",3
3061659303,"Veracruz",45,7
3061659304,"Veracruz","NA",2
3061659305,"Veracruz",30,3
3061659321,"Veracruz",6,4
3061659322,"Veracruz","NA",5
3061659323,"Veracruz","NA",2
3061659324,"Veracruz","NA",3
3061659325,"Veracruz","NA",5
3061659416,"Veracruz","NA",2
3061659417,"Veracruz","NA",4
3061659418,"Veracruz",25,6
3061659419,"Veracruz",15,7
3061659420,"Veracruz","NA",6
3061659812,"Veracruz","NA",2
3061659813,"Veracruz",15,1
3061659814,"Veracruz","NA",3
3061659815,"Veracruz","NA",3
3061659906,"Veracruz",15,5
3061659907,"Veracruz","NA",2
3061659908,"Veracruz","NA",1
3061659909,"Veracruz","NA",3
3061659910,"Veracruz","NA",1
3061705011,"Veracruz","NA",1
3061705012,"Veracruz",327,2
3061705014,"Veracruz",330,1
3061705015,"Veracruz",300,3
3061705016,"Veracruz","NA",3
3061705406,"Veracruz",321,2
3061705407,"Veracruz",321,2
3061705408,"Veracruz",321,1
3061705409,"Veracruz",321,4
3061705410,"Veracruz",480,1
3061705423,"Veracruz",522.58,1
3061705424,"Veracruz",45,3
3061705425,"Veracruz",45,2
3061705426,"Veracruz","NA",2
3061705617,"Veracruz",45,4
3061705618,"Veracruz",52.5,5
3061705619,"Veracruz",45,5
3061705620,"Veracruz",45,4
3061705621,"Veracruz",45,1
3061705622,"Veracruz",52.5,2
3061705801,"Veracruz","NA",3
3061705802,"Veracruz",150,4
3061705803,"Veracruz","NA",5
3061705804,"Veracruz",300,3
3061705805,"Veracruz",300,3
3061905001,"Veracruz",150,6
3061905003,"Veracruz",150,5
3061905004,"Veracruz",90,3
3061905005,"Veracruz",105,3
3061905006,"Veracruz",105,4
3061905218,"Veracruz",120,2
3061905219,"Veracruz","NA",5
3061905220,"Veracruz",120,2
3061905221,"Veracruz","NA",2
3061905222,"Veracruz",120,6
3061905607,"Veracruz",50,4
3061905608,"Veracruz",100,4
3061905609,"Veracruz",120,3
3061905611,"Veracruz",120,1
3061905713,"Veracruz",100,1
3061905714,"Veracruz","NA",4
3061905715,"Veracruz","NA",4
3061905716,"Veracruz",120,5
3061905717,"Veracruz","NA",3
3061933306,"Veracruz","NA",10
3061933307,"Veracruz","NA",4
3061933308,"Veracruz","NA",4
3061933309,"Veracruz","NA",5
3061933310,"Veracruz","NA",6
3061933320,"Veracruz","NA",2
3061933321,"Veracruz","NA",5
3061933323,"Veracruz","NA",2
3061933501,"Veracruz","NA",4
3061933502,"Veracruz","NA",3
3061933503,"Veracruz","NA",2
3061933504,"Veracruz","NA",3
3061933505,"Veracruz","NA",5
3061933816,"Veracruz","NA",5
3061933817,"Veracruz","NA",3
3061933818,"Veracruz","NA",4
3061933819,"Veracruz","NA",4
3061933911,"Veracruz","NA",4
3061933912,"Veracruz","NA",3
3061933913,"Veracruz","NA",5
3061933914,"Veracruz","NA",3
3061933915,"Veracruz","NA",4
3061970006,"Veracruz","NA",4
3061970007,"Veracruz",1500,3
3061970008,"Veracruz","NA",4
3061970009,"Veracruz","NA",8
3061970010,"Veracruz","NA",3
3061970401,"Veracruz","NA",2
3061970402,"Veracruz","NA",2
3061970403,"Veracruz","NA",3
3061970404,"Veracruz","NA",3
3061970405,"Veracruz","NA",5
3061970421,"Veracruz","NA",4
3061970422,"Veracruz","NA",5
3061970423,"Veracruz",125,3
3061970424,"Veracruz",300,6
3061970425,"Veracruz","NA",3
3061970611,"Veracruz","NA",3
3061970612,"Veracruz",150,4
3061970613,"Veracruz","NA",1
3061970614,"Veracruz","NA",6
3061970615,"Veracruz",300,4
3061970716,"Veracruz",292.5,3
3061970717,"Veracruz","NA",1
3061970719,"Veracruz","NA",4
3061970720,"Veracruz",292.5,6
3061991201,"Veracruz","NA",2
3061991202,"Veracruz","NA",3
3061991203,"Veracruz","NA",3
3061991204,"Veracruz","NA",4
3061991205,"Veracruz","NA",4
3061991206,"Veracruz","NA",1
3061991220,"Veracruz","NA",2
3061991221,"Veracruz","NA",4
3061991222,"Veracruz","NA",1
3061991223,"Veracruz","NA",2
3061991311,"Veracruz","NA",2
3061991312,"Veracruz","NA",5
3061991313,"Veracruz","NA",6
3061991314,"Veracruz","NA",6
3061991507,"Veracruz","NA",5
3061991508,"Veracruz","NA",3
3061991509,"Veracruz","NA",6
3061991915,"Veracruz","NA",2
3061991916,"Veracruz",15,4
3061991917,"Veracruz","NA",4
3061991918,"Veracruz",6.25,4
3061991919,"Veracruz","NA",5
3062071208,"Veracruz","NA",4
3062071210,"Veracruz",30,2
3062071211,"Veracruz",15,4
3062071212,"Veracruz",37.5,4
3062071319,"Veracruz","NA",3
3062071321,"Veracruz","NA",1
3062071324,"Veracruz","NA",1
3062071513,"Veracruz",30,5
3062071514,"Veracruz",30,1
3062071515,"Veracruz",30,3
3062071516,"Veracruz",30,8
3062071517,"Veracruz",30,5
3062071518,"Veracruz",30,5
3062071701,"Veracruz",75,4
3062071702,"Veracruz",30,3
3062071703,"Veracruz","NA",3
3062071704,"Veracruz",62.5,3
3062071705,"Veracruz",30,5
3062071706,"Veracruz",30,6
3062111010,"Veracruz",100,5
3062111011,"Veracruz",112.5,3
3062111012,"Veracruz",125,7
3062111013,"Veracruz",125,5
3062111014,"Veracruz","NA",7
3062111406,"Veracruz",150,4
3062111407,"Veracruz",150,4
3062111408,"Veracruz",150,5
3062111409,"Veracruz",150,1
3062111420,"Veracruz","NA",1
3062111421,"Veracruz","NA",4
3062111422,"Veracruz",50,1
3062111423,"Veracruz",150,2
3062111615,"Veracruz",112.5,6
3062111616,"Veracruz",117.5,7
3062111617,"Veracruz",141.5,3
3062111618,"Veracruz",105,4
3062111619,"Veracruz","NA",2
3062111801,"Veracruz","NA",1
3062111802,"Veracruz",122.5,1
3062111803,"Veracruz",105,3
3062111804,"Veracruz","NA",4
3062111805,"Veracruz",105,4
3062222206,"Veracruz","NA",4
3062222207,"Veracruz","NA",5
3062222208,"Veracruz","NA",2
3062222209,"Veracruz","NA",5
3062222210,"Veracruz","NA",3
3062222211,"Veracruz","NA",4
3062222317,"Veracruz","NA",3
3062222318,"Veracruz","NA",4
3062222319,"Veracruz","NA",3
3062222320,"Veracruz","NA",2
3062222320,"Veracruz","NA",2
3062222321,"Veracruz","NA",3
3062222512,"Veracruz","NA",4
3062222513,"Veracruz","NA",4
3062222514,"Veracruz","NA",2
3062222515,"Veracruz","NA",3
3062222516,"Veracruz","NA",1
3062222701,"Veracruz","NA",1
3062222702,"Veracruz","NA",4
3062222703,"Veracruz","NA",1
3062222704,"Veracruz","NA",3
3062222705,"Veracruz","NA",2
3062394015,"Veracruz",300,3
3062394015,"Veracruz",120,4
3062394016,"Veracruz",240,6
3062394017,"Veracruz",240,3
3062394018,"Veracruz",240,5
3062394018,"Veracruz","NA",2
3062394019,"Veracruz",240,1
3062394411,"Veracruz",240,3
3062394412,"Veracruz",240,4
3062394413,"Veracruz",240,2
3062394414,"Veracruz",240,5
3062394420,"Veracruz",240,1
3062394421,"Veracruz",240,3
3062394422,"Veracruz",240,1
3062394423,"Veracruz",240,3
3062394806,"Veracruz",240,3
3062394807,"Veracruz","NA",6
3062394808,"Veracruz","NA",6
3062394809,"Veracruz",240,9
3062394901,"Veracruz",237,8
3062394902,"Veracruz",240,4
3062394903,"Veracruz",240,4
3062394904,"Veracruz",137.5,3
3062394905,"Veracruz","NA",2
3062401213,"Veracruz","NA",3
3062401214,"Veracruz","NA",8
3062401215,"Veracruz","NA",3
3062401216,"Veracruz",200,1
3062401217,"Veracruz","NA",1
3062401222,"Veracruz","NA",5
3062401223,"Veracruz","NA",3
3062401224,"Veracruz","NA",3
3062401226,"Veracruz","NA",3
3062401227,"Veracruz","NA",2
3062401518,"Veracruz","NA",5
3062401519,"Veracruz","NA",4
3062401520,"Veracruz","NA",3
3062401521,"Veracruz","NA",1
3062401601,"Veracruz","NA",5
3062401602,"Veracruz","NA",4
3062401603,"Veracruz","NA",4
3062401604,"Veracruz","NA",5
3062401605,"Veracruz","NA",1
3062401606,"Veracruz","NA",4
3062401707,"Veracruz","NA",5
3062401709,"Veracruz","NA",4
3062401710,"Veracruz","NA",3
3062401711,"Veracruz","NA",3
3062401712,"Veracruz","NA",3
3062418301,"Veracruz","NA",12
3062418302,"Veracruz","NA",3
3062418303,"Veracruz","NA",5
3062418305,"Veracruz","NA",4
3062418322,"Veracruz","NA",4
3062418324,"Veracruz","NA",2
3062418325,"Veracruz","NA",4
3062418416,"Veracruz","NA",4
3062418417,"Veracruz","NA",3
3062418418,"Veracruz","NA",5
3062418419,"Veracruz","NA",4
3062418420,"Veracruz","NA",5
3062418811,"Veracruz","NA",2
3062418812,"Veracruz","NA",4
3062418813,"Veracruz","NA",3
3062418814,"Veracruz","NA",7
3062418815,"Veracruz","NA",7
3062418906,"Veracruz","NA",7
3062418908,"Veracruz","NA",6
3062418909,"Veracruz","NA",4
3062418910,"Veracruz","NA",2
3062596001,"Veracruz",150,3
3062596003,"Veracruz",12.5,1
3062596004,"Veracruz",12.5,5
3062596005,"Veracruz",12.5,2
3062596216,"Veracruz",12.5,6
3062596217,"Veracruz",12.5,2
3062596218,"Veracruz",12.5,2
3062596219,"Veracruz",12.5,4
3062596220,"Veracruz",12.5,7
3062596606,"Veracruz",150,3
3062596607,"Veracruz",12.5,3
3062596608,"Veracruz",12.5,2
3062596609,"Veracruz","NA",5
3062596610,"Veracruz",12.5,4
3062596711,"Veracruz",12.5,6
3062596712,"Veracruz",150,2
3062596713,"Veracruz",12.5,6
3062596714,"Veracruz",12.5,2
3062596714,"Veracruz",12.5,5
3062596715,"Veracruz",12.5,3
3062604305,"Veracruz",12.5,2
3062604306,"Veracruz","NA",3
3062604307,"Veracruz","NA",2
3062604308,"Veracruz","NA",4
3062604309,"Veracruz","NA",3
3062604320,"Veracruz","NA",4
3062604321,"Veracruz",135,2
3062604322,"Veracruz",150,2
3062604323,"Veracruz",135,1
3062604324,"Veracruz",270,5
3062604501,"Veracruz",12.5,4
3062604502,"Veracruz","NA",4
3062604504,"Veracruz",25,5
3062604815,"Veracruz",217.5,3
3062604816,"Veracruz",217.5,1
3062604817,"Veracruz",217.5,4
3062604818,"Veracruz",217.5,2
3062604819,"Veracruz",217.5,3
3062604910,"Veracruz",12.5,1
3062604911,"Veracruz","NA",3
3062604912,"Veracruz","NA",4
3062604913,"Veracruz",62.5,2
3062604914,"Veracruz","NA",1
3062621006,"Veracruz","NA",4
3062621007,"Veracruz","NA",4
3062621008,"Veracruz","NA",4
3062621009,"Veracruz","NA",5
3062621010,"Veracruz","NA",4
3062621011,"Veracruz","NA",3
3062621401,"Veracruz","NA",5
3062621402,"Veracruz","NA",5
3062621403,"Veracruz","NA",2
3062621404,"Veracruz","NA",3
3062621405,"Veracruz","NA",4
3062621422,"Veracruz","NA",1
3062621423,"Veracruz","NA",3
3062621424,"Veracruz","NA",4
3062621612,"Veracruz","NA",4
3062621613,"Veracruz","NA",4
3062621614,"Veracruz","NA",2
3062621615,"Veracruz","NA",4
3062621616,"Veracruz","NA",4
3062621717,"Veracruz",120,1
3062621718,"Veracruz",120,4
3062621719,"Veracruz",240,6
3062621720,"Veracruz",120,3
3062621721,"Veracruz",120,4
3062662201,"Veracruz",150,1
3062662202,"Veracruz",150,4
3062662203,"Veracruz",150,4
3062662204,"Veracruz",150,5
3062662220,"Veracruz",105,3
3062662221,"Veracruz",120,5
3062662222,"Veracruz",120,4
3062662223,"Veracruz",112.5,4
3062662224,"Veracruz",150,7
3062662225,"Veracruz",90,4
3062662310,"Veracruz",210,5
3062662313,"Veracruz","NA",5
3062662314,"Veracruz",150,4
3062662505,"Veracruz",150,6
3062662506,"Veracruz","NA",3
3062662507,"Veracruz",150,4
3062662508,"Veracruz",150,2
3062662509,"Veracruz",150,2
3062662916,"Veracruz",120,6
3062662917,"Veracruz","NA",6
3062662918,"Veracruz",900,6
3062662919,"Veracruz",150,3
3062675013,"Veracruz","NA",6
3062675014,"Veracruz",25,8
3062675015,"Veracruz",7.5,6
3062675016,"Veracruz",25,4
3062675018,"Veracruz",25,5
3062675407,"Veracruz","NA",4
3062675408,"Veracruz","NA",3
3062675409,"Veracruz","NA",5
3062675410,"Veracruz","NA",6
3062675411,"Veracruz","NA",3
3062675412,"Veracruz","NA",3
3062675619,"Veracruz","NA",4
3062675620,"Veracruz","NA",1
3062675620,"Veracruz","NA",2
3062675621,"Veracruz","NA",3
3062675622,"Veracruz","NA",4
3062675623,"Veracruz","NA",7
3062675623,"Veracruz","NA",4
3062675624,"Veracruz","NA",4
3062675801,"Veracruz","NA",7
3062675802,"Veracruz","NA",3
3062675803,"Veracruz","NA",5
3062675804,"Veracruz","NA",2
3062675805,"Veracruz","NA",4
3062675806,"Veracruz","NA",4
3062699207,"Veracruz","NA",3
3062699208,"Veracruz","NA",2
3062699209,"Veracruz","NA",3
3062699210,"Veracruz","NA",7
3062699211,"Veracruz","NA",4
3062699212,"Veracruz","NA",2
3062699319,"Veracruz","NA",3
3062699320,"Veracruz","NA",3
3062699321,"Veracruz","NA",1
3062699322,"Veracruz","NA",3
3062699323,"Veracruz","NA",5
3062699324,"Veracruz","NA",3
3062699513,"Veracruz","NA",1
3062699514,"Veracruz","NA",3
3062699515,"Veracruz","NA",1
3062699516,"Veracruz","NA",4
3062699517,"Veracruz","NA",3
3062699518,"Veracruz","NA",3
3062699701,"Veracruz","NA",3
3062699702,"Veracruz","NA",3
3062699703,"Veracruz","NA",2
3062699704,"Veracruz","NA",8
3062699706,"Veracruz","NA",2
3062752016,"Veracruz","NA",2
3062752017,"Veracruz",60,3
3062752018,"Veracruz",20,4
3062752019,"Veracruz",60,2
3062752020,"Veracruz",75,5
3062752411,"Veracruz",60,1
3062752412,"Veracruz",60,3
3062752413,"Veracruz",60,3
3062752414,"Veracruz",60,4
3062752415,"Veracruz",60,1
3062752421,"Veracruz",90,2
3062752422,"Veracruz",87.09,1
3062752423,"Veracruz","NA",2
3062752424,"Veracruz","NA",1
3062752425,"Veracruz",60,3
3062752806,"Veracruz",60,3
3062752807,"Veracruz","NA",2
3062752808,"Veracruz","NA",5
3062752809,"Veracruz",60,1
3062752810,"Veracruz","NA",1
3062752901,"Veracruz",90,4
3062752902,"Veracruz",150,2
3062752903,"Veracruz","NA",4
3062752904,"Veracruz","NA",6
3062752904,"Veracruz","NA",3
3062752905,"Veracruz","NA",1
3063014211,"Veracruz","NA",6
3063014212,"Veracruz","NA",3
3063014214,"Veracruz","NA",3
3063014215,"Veracruz","NA",3
3063014516,"Veracruz","NA",4
3063014517,"Veracruz","NA",1
3063014518,"Veracruz","NA",8
3063014519,"Veracruz","NA",2
3063014601,"Veracruz","NA",3
3063014602,"Veracruz","NA",7
3063014603,"Veracruz","NA",1
3063014604,"Veracruz","NA",2
3063014605,"Veracruz","NA",3
3063014706,"Veracruz","NA",3
3063014707,"Veracruz","NA",3
3063014708,"Veracruz","NA",3
3063014709,"Veracruz","NA",5
3063014710,"Veracruz","NA",7
3063065301,"Veracruz","NA",5
3063065302,"Veracruz","NA",5
3063065303,"Veracruz","NA",7
3063065304,"Veracruz","NA",1
3063065305,"Veracruz","NA",3
3063065323,"Veracruz","NA",3
3063065324,"Veracruz","NA",3
3063065325,"Veracruz","NA",4
3063065326,"Veracruz","NA",1
3063065327,"Veracruz","NA",2
3063065417,"Veracruz","NA",5
3063065418,"Veracruz","NA",2
3063065419,"Veracruz","NA",1
3063065420,"Veracruz","NA",2
3063065421,"Veracruz","NA",5
3063065422,"Veracruz","NA",2
3063065812,"Veracruz","NA",6
3063065813,"Veracruz","NA",2
3063065814,"Veracruz","NA",6
3063065815,"Veracruz","NA",3
3063065816,"Veracruz","NA",2
3063065816,"Veracruz","NA",4
3063065906,"Veracruz","NA",3
3063065907,"Veracruz","NA",5
3063065908,"Veracruz","NA",2
3063065908,"Veracruz","NA",4
3063065909,"Veracruz","NA",4
3063065910,"Veracruz","NA",5
3063066001,"Veracruz","NA",3
3063066002,"Veracruz",240,6
3063066003,"Veracruz",240,4
3063066005,"Veracruz","NA",3
3063066006,"Veracruz",240,4
3063066219,"Veracruz","NA",2
3063066220,"Veracruz",240,3
3063066221,"Veracruz",210,4
3063066222,"Veracruz",240,4
3063066223,"Veracruz",240,2
3063066224,"Veracruz",210,3
3063066607,"Veracruz",240,3
3063066608,"Veracruz",240,7
3063066609,"Veracruz",240,2
3063066610,"Veracruz","NA",5
3063066610,"Veracruz","NA",3
3063066611,"Veracruz",240,3
3063066612,"Veracruz",240,4
3063066713,"Veracruz",240,4
3063066714,"Veracruz",240,6
3063066715,"Veracruz",120,2
3063066716,"Veracruz",240,3
3063066717,"Veracruz",240,6
3063066718,"Veracruz",240,6
3063074307,"Veracruz","NA",1
3063074310,"Veracruz","NA",5
3063074311,"Veracruz","NA",4
3063074322,"Veracruz","NA",2
3063074323,"Veracruz","NA",5
3063074325,"Veracruz","NA",1
3063074326,"Veracruz","NA",3
3063074501,"Veracruz","NA",4
3063074502,"Veracruz","NA",2
3063074503,"Veracruz","NA",2
3063074504,"Veracruz","NA",5
3063074505,"Veracruz","NA",3
3063074817,"Veracruz","NA",3
3063074818,"Veracruz","NA",5
3063074819,"Veracruz","NA",6
3063074820,"Veracruz","NA",4
3063074912,"Veracruz","NA",5
3063074914,"Veracruz","NA",1
3063074915,"Veracruz","NA",3
3063074916,"Veracruz","NA",4
3063165007,"Veracruz","NA",2
3063165008,"Veracruz","NA",3
3063165009,"Veracruz",780,2
3063165010,"Veracruz","NA",3
3063165011,"Veracruz",900,3
3063165012,"Veracruz","NA",4
3063165012,"Veracruz","NA",4
3063165401,"Veracruz","NA",2
3063165402,"Veracruz","NA",5
3063165404,"Veracruz","NA",5
3063165405,"Veracruz","NA",1
3063165406,"Veracruz","NA",7
3063165613,"Veracruz",300,3
3063165614,"Veracruz","NA",4
3063165615,"Veracruz","NA",2
3063165616,"Veracruz","NA",1
3063165617,"Veracruz","NA",3
3063165618,"Veracruz","NA",5
3063165719,"Veracruz","NA",5
3063165720,"Veracruz","NA",6
3063165722,"Veracruz","NA",4
3063165723,"Veracruz","NA",3
3063165724,"Veracruz","NA",2
3063180201,"Veracruz","NA",5
3063180202,"Veracruz","NA",4
3063180203,"Veracruz","NA",3
3063180204,"Veracruz","NA",4
3063180205,"Veracruz","NA",1
3063180222,"Veracruz","NA",2
3063180223,"Veracruz","NA",5
3063180224,"Veracruz","NA",3
3063180225,"Veracruz","NA",4
3063180226,"Veracruz","NA",3
3063180311,"Veracruz","NA",7
3063180312,"Veracruz","NA",3
3063180313,"Veracruz","NA",3
3063180314,"Veracruz","NA",4
3063180315,"Veracruz","NA",5
3063180506,"Veracruz","NA",4
3063180507,"Veracruz","NA",3
3063180508,"Veracruz",900,5
3063180509,"Veracruz",900,5
3063180510,"Veracruz",900,2
3063180916,"Veracruz",1200,2
3063180917,"Veracruz",3600,5
3063180918,"Veracruz","NA",5
3063180919,"Veracruz","NA",4
3063180920,"Veracruz",300,3
3063200012,"Veracruz",150,5
3063200013,"Veracruz",600,2
3063200014,"Veracruz",1200,5
3063200015,"Veracruz",150,5
3063200016,"Veracruz","NA",4
3063200406,"Veracruz",540,2
3063200407,"Veracruz",540,2
3063200408,"Veracruz",540,3
3063200411,"Veracruz",240,1
3063200617,"Veracruz","NA",2
3063200619,"Veracruz","NA",4
3063200620,"Veracruz","NA",2
3063200801,"Veracruz",2400,7
3063200802,"Veracruz",840,4
3063200803,"Veracruz","NA",2
3063200804,"Veracruz","NA",4
3063200805,"Veracruz","NA",3
3063210206,"Veracruz","NA",5
3063210207,"Veracruz","NA",4
3063210208,"Veracruz","NA",2
3063210209,"Veracruz","NA",6
3063210210,"Veracruz","NA",4
3063210223,"Veracruz",75,9
3063210224,"Veracruz",62.5,4
3063210225,"Veracruz",50,5
3063210226,"Veracruz","NA",4
3063210317,"Veracruz","NA",6
3063210318,"Veracruz","NA",5
3063210319,"Veracruz","NA",7
3063210320,"Veracruz","NA",7
3063210321,"Veracruz","NA",6
3063210322,"Veracruz","NA",6
3063210511,"Veracruz","NA",4
3063210512,"Veracruz","NA",4
3063210513,"Veracruz","NA",3
3063210514,"Veracruz","NA",5
3063210515,"Veracruz","NA",3
3063210701,"Veracruz","NA",5
3063210703,"Veracruz","NA",6
3063210704,"Veracruz","NA",3
3063210705,"Veracruz","NA",9
3063218017,"Veracruz","NA",1
3063218018,"Veracruz","NA",4
3063218019,"Veracruz","NA",1
3063218020,"Veracruz","NA",3
3063218411,"Veracruz","NA",2
3063218412,"Veracruz","NA",8
3063218413,"Veracruz","NA",2
3063218414,"Veracruz","NA",5
3063218421,"Veracruz","NA",5
3063218424,"Veracruz","NA",1
3063218425,"Veracruz","NA",1
3063218806,"Veracruz",420,1
3063218807,"Veracruz","NA",5
3063218808,"Veracruz",337.5,1
3063218809,"Veracruz",420,4
3063218810,"Veracruz",390,9
3063218901,"Veracruz","NA",2
3063218902,"Veracruz","NA",3
3063218903,"Veracruz","NA",2
3063218904,"Veracruz","NA",2
3063218905,"Veracruz","NA",1
3063239211,"Veracruz","NA",7
3063239212,"Veracruz","NA",3
3063239213,"Veracruz","NA",2
3063239215,"Veracruz","NA",2
3063239216,"Veracruz","NA",3
3063239222,"Veracruz","NA",7
3063239223,"Veracruz","NA",9
3063239224,"Veracruz","NA",6
3063239225,"Veracruz","NA",2
3063239226,"Veracruz","NA",3
3063239227,"Veracruz","NA",6
3063239517,"Veracruz","NA",3
3063239518,"Veracruz","NA",7
3063239520,"Veracruz","NA",5
3063239521,"Veracruz","NA",2
3063239601,"Veracruz","NA",4
3063239602,"Veracruz","NA",2
3063239603,"Veracruz","NA",1
3063239604,"Veracruz","NA",1
3063239605,"Veracruz","NA",3
3063239706,"Veracruz","NA",3
3063239707,"Veracruz","NA",2
3063239708,"Veracruz","NA",4
3063239709,"Veracruz","NA",4
3063239710,"Veracruz","NA",5
3063324303,"Veracruz",315,2
3063324304,"Veracruz",300,4
3063324321,"Veracruz","NA",5
3063324322,"Veracruz","NA",4
3063324323,"Veracruz","NA",4
3063324324,"Veracruz","NA",4
3063324325,"Veracruz","NA",6
3063324416,"Veracruz","NA",4
3063324417,"Veracruz","NA",5
3063324418,"Veracruz",105,3
3063324419,"Veracruz",105,2
3063324420,"Veracruz",105,5
3063324811,"Veracruz",315,5
3063324812,"Veracruz",360,4
3063324813,"Veracruz",315,4
3063324814,"Veracruz","NA",1
3063324905,"Veracruz",600,2
3063324906,"Veracruz",315,4
3063324907,"Veracruz",315,4
3063324909,"Veracruz",315,5
3063324910,"Veracruz",315,5
3063379019,"Veracruz","NA",3
3063379020,"Veracruz","NA",2
3063379022,"Veracruz",750,2
3063379023,"Veracruz","NA",3
3063379024,"Veracruz","NA",6
3063379413,"Veracruz","NA",4
3063379415,"Veracruz","NA",5
3063379416,"Veracruz","NA",3
3063379417,"Veracruz","NA",2
3063379418,"Veracruz","NA",5
3063379807,"Veracruz","NA",1
3063379809,"Veracruz","NA",2
3063379810,"Veracruz","NA",2
